Facility Name,Week Number,Positive_Count,Negative_Count,Overall Count_x,Prison Count,Overall Positive Ratio,Overall Negative Ratio,Prison Positive Ratio,Prison Negative Ratio,Prison Case Number_x,Prison Death Number_x,Prison File Count_x,Overall Count_y,Type_x,_merge,County,Level,Prison Case Number_y,Prison Death Number_y,Prison File Count_y,Overall Count,Type_y
Orange_Central,68,0,4,51,4,0.0,0.0784313725490196,0.0,1.0,2240.0,36.0,4,51,Jail,both,Orange,County,2240.0,36.0,4,51,Jail
Orange_TheoLacy,68,1,10,51,11,0.0196078431372549,0.196078431372549,0.0909090909090909,0.9090909090909092,6160.0,99.0,11,51,Jail,both,Orange,County,6160.0,99.0,11,51,Jail
PelicanBay,68,1,2,51,3,0.0196078431372549,0.0392156862745098,0.3333333333333333,0.6666666666666666,3.0,0.0,3,51,Prison,both,Fresno,State,3.0,0.0,3,51,Prison
SalinasValley,68,0,7,51,7,0.0,0.1372549019607843,0.0,1.0,0.0,0.0,7,51,Prison,both,Monterey,State,0.0,0.0,7,51,Prison
Stockton,68,0,1,51,1,0.0,0.0196078431372549,0.0,1.0,2.0,0.0,1,51,Prison,both,San Joaquin,State,2.0,0.0,1,51,Prison
Susanville,68,1,1,51,2,0.0196078431372549,0.0196078431372549,0.5,0.5,0.0,0.0,2,51,Prison,both,Lassen,State,0.0,0.0,2,51,Prison
Tehachapi,68,0,1,51,1,0.0,0.0196078431372549,0.0,1.0,0.0,0.0,1,51,Prison,both,Kern,State,0.0,0.0,1,51,Prison
Wasco,68,0,1,51,1,0.0,0.0196078431372549,0.0,1.0,1.0,0.0,1,51,Prison,both,Kern,State,1.0,0.0,1,51,Prison
CSATF,47,0,1,10,1,0.0,0.1,0.0,1.0,507.0,1.0,1,10,Prison,both,Kings,State,507.0,1.0,1,10,Prison
Centinela,47,0,1,10,1,0.0,0.1,0.0,1.0,22.0,0.0,1,10,Prison,both,Imperial,State,22.0,0.0,1,10,Prison
Chowchilla,47,0,1,10,1,0.0,0.1,0.0,1.0,0.0,0.0,1,10,Prison,both,Madera,State,0.0,0.0,1,10,Prison
Chuckawalla,47,0,3,10,3,0.0,0.3,0.0,1.0,3.0,3.0,3,10,Prison,both,Riverside,State,3.0,3.0,3,10,Prison
Soledad,47,0,1,10,1,0.0,0.1,0.0,1.0,124.0,1.0,1,10,Prison,both,Monterey,State,124.0,1.0,1,10,Prison
Sonoma_Main,47,0,1,10,1,0.0,0.1,0.0,1.0,956.0,3.0,1,10,Jail,both,Sonoma,County,956.0,3.0,1,10,Jail
Tehachapi,47,0,1,10,1,0.0,0.1,0.0,1.0,8.0,0.0,1,10,Prison,both,Kern,State,8.0,0.0,1,10,Prison
Vacaville,47,0,1,10,1,0.0,0.1,0.0,1.0,9.0,0.0,1,10,Prison,both,Solano,State,9.0,0.0,1,10,Prison
CSATF,53,1,3,16,4,0.0625,0.1875,0.25,0.75,0.0,0.0,4,16,Prison,both,Kings,State,0.0,0.0,4,16,Prison
Donovan,53,0,3,16,3,0.0,0.1875,0.0,1.0,156.0,12.0,3,16,Prison,both,San Diego,State,156.0,12.0,3,16,Prison
Folsom,53,0,1,16,1,0.0,0.0625,0.0,1.0,0.0,0.0,1,16,Prison,both,Sacramento,State,0.0,0.0,1,16,Prison
Mule Creek,53,1,0,16,1,0.0625,0.0,1.0,0.0,62.0,0.0,1,16,Prison,both,Amador,State,62.0,0.0,1,16,Prison
Soledad,53,2,4,16,6,0.125,0.25,0.3333333333333333,0.6666666666666666,750.0,24.0,6,16,Prison,both,Monterey,State,750.0,24.0,6,16,Prison
Vacaville,53,0,1,16,1,0.0,0.0625,0.0,1.0,78.0,0.0,1,16,Prison,both,Solano,State,78.0,0.0,1,16,Prison
CSATF,54,0,5,15,5,0.0,0.3333333333333333,0.0,1.0,5.0,0.0,5,15,Prison,both,Kings,State,5.0,0.0,5,15,Prison
Chowchilla,54,0,1,15,1,0.0,0.0666666666666666,0.0,1.0,48.0,0.0,1,15,Prison,both,Madera,State,48.0,0.0,1,15,Prison
Donovan,54,0,2,15,2,0.0,0.1333333333333333,0.0,1.0,10.0,2.0,2,15,Prison,both,San Diego,State,10.0,2.0,2,15,Prison
Mule Creek,54,0,3,15,3,0.0,0.2,0.0,1.0,96.0,3.0,3,15,Prison,both,Amador,State,96.0,3.0,3,15,Prison
Soledad,54,0,2,15,2,0.0,0.1333333333333333,0.0,1.0,244.0,2.0,2,15,Prison,both,Monterey,State,244.0,2.0,2,15,Prison
Tehachapi,54,0,1,15,1,0.0,0.0666666666666666,0.0,1.0,25.0,0.0,1,15,Prison,both,Kern,State,25.0,0.0,1,15,Prison
Vacaville,54,0,1,15,1,0.0,0.0666666666666666,0.0,1.0,56.0,1.0,1,15,Prison,both,Solano,State,56.0,1.0,1,15,Prison
CSATF,57,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,0.0,0.0,1,11,Prison,both,Kings,State,0.0,0.0,1,11,Prison
Calipatria,57,1,5,11,6,0.0909090909090909,0.4545454545454545,0.1666666666666666,0.8333333333333334,138.0,0.0,6,11,Prison,both,Imperial,State,138.0,0.0,6,11,Prison
Chowchilla,57,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,6.0,0.0,1,11,Prison,both,Madera,State,6.0,0.0,1,11,Prison
Norco,57,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,3.0,0.0,1,11,Prison,both,Riverside,State,3.0,0.0,1,11,Prison
Pleasant Valley,57,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,1.0,0.0,1,11,Prison,both,Riverside,State,1.0,0.0,1,11,Prison
Tehachapi,57,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,10.0,0.0,1,11,Prison,both,Kern,State,10.0,0.0,1,11,Prison
CSATF,65,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,0.0,0.0,1,11,Prison,both,Kings,State,0.0,0.0,1,11,Prison
Calipatria,65,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,0.0,0.0,1,11,Prison,both,Imperial,State,0.0,0.0,1,11,Prison
Centinela,65,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,0.0,0.0,1,11,Prison,both,Imperial,State,0.0,0.0,1,11,Prison
Donovan,65,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,0.0,0.0,1,11,Prison,both,San Diego,State,0.0,0.0,1,11,Prison
Norco,65,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,0.0,0.0,1,11,Prison,both,Riverside,State,0.0,0.0,1,11,Prison
Solano,65,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,0.0,0.0,1,11,Prison,both,Solano,State,0.0,0.0,1,11,Prison
Stockton,65,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,1.0,0.0,1,11,Prison,both,San Joaquin,State,1.0,0.0,1,11,Prison
Valley State,65,1,2,11,3,0.0909090909090909,0.1818181818181818,0.3333333333333333,0.6666666666666666,0.0,0.0,3,11,Prison,both,Madera,State,0.0,0.0,3,11,Prison
Wasco,65,0,1,11,1,0.0,0.0909090909090909,0.0,1.0,0.0,0.0,1,11,Prison,both,Kern,State,0.0,0.0,1,11,Prison
CaliforniaCity,69,1,0,58,1,0.0172413793103448,0.0,1.0,0.0,0.0,0.0,1,58,Prison,both,Kern,State,0.0,0.0,1,58,Prison
Corcoran,69,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,1.0,0.0,1,58,Prison,both,Kings,State,1.0,0.0,1,58,Prison
Donovan,69,3,7,58,10,0.0517241379310344,0.1206896551724138,0.3,0.7,0.0,0.0,10,58,Prison,both,San Diego,State,0.0,0.0,10,58,Prison
Folsom,69,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,0.0,0.0,1,58,Prison,both,Sacramento,State,0.0,0.0,1,58,Prison
KernValley,69,0,10,58,10,0.0,0.1724137931034483,0.0,1.0,0.0,0.0,10,58,Prison,both,Kern,State,0.0,0.0,10,58,Prison
Mule Creek,69,0,3,58,3,0.0,0.0517241379310344,0.0,1.0,0.0,0.0,3,58,Prison,both,Amador,State,0.0,0.0,3,58,Prison
NewFolsom,69,0,6,58,6,0.0,0.1034482758620689,0.0,1.0,6.0,0.0,6,58,Prison,both,Sacramento,State,6.0,0.0,6,58,Prison
Orange_Central,69,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,481.0,2.0,1,58,Jail,both,Orange,County,481.0,2.0,1,58,Jail
Orange_TheoLacy,69,0,4,58,4,0.0,0.0689655172413793,0.0,1.0,1924.0,8.0,4,58,Jail,both,Orange,County,1924.0,8.0,4,58,Jail
PelicanBay,69,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,0.0,0.0,1,58,Prison,both,Fresno,State,0.0,0.0,1,58,Prison
SalinasValley,69,1,3,58,4,0.0172413793103448,0.0517241379310344,0.25,0.75,0.0,0.0,4,58,Prison,both,Monterey,State,0.0,0.0,4,58,Prison
Solano,69,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,1.0,0.0,1,58,Prison,both,Solano,State,1.0,0.0,1,58,Prison
Susanville,69,0,5,58,5,0.0,0.0862068965517241,0.0,1.0,0.0,0.0,5,58,Prison,both,Lassen,State,0.0,0.0,5,58,Prison
Vacaville,69,0,8,58,8,0.0,0.1379310344827586,0.0,1.0,8.0,0.0,8,58,Prison,both,Solano,State,8.0,0.0,8,58,Prison
Valley State,69,0,2,58,2,0.0,0.0344827586206896,0.0,1.0,0.0,0.0,2,58,Prison,both,Madera,State,0.0,0.0,2,58,Prison
CaliforniaCity,74,0,1,181,1,0.0,0.005524861878453,0.0,1.0,0.0,0.0,1,181,Prison,both,Kern,State,0.0,0.0,1,181,Prison
Riverside_Benoit,74,0,36,181,36,0.0,0.1988950276243093,0.0,1.0,10980.0,36.0,36,181,Jail,both,Riverside,County,10980.0,36.0,36,181,Jail
Riverside_Byrd,74,0,36,181,36,0.0,0.1988950276243093,0.0,1.0,10980.0,36.0,36,181,Jail,both,Riverside,County,10980.0,36.0,36,181,Jail
Riverside_Presley,74,0,72,181,72,0.0,0.3977900552486187,0.0,1.0,21960.0,72.0,72,181,Jail,both,Riverside,County,21960.0,72.0,72,181,Jail
Riverside_Smith,74,0,36,181,36,0.0,0.1988950276243093,0.0,1.0,10980.0,36.0,36,181,Jail,both,Riverside,County,10980.0,36.0,36,181,Jail
CaliforniaCity,75,1,0,147,1,0.0068027210884353,0.0,1.0,0.0,0.0,0.0,1,147,Prison,both,Kern,State,0.0,0.0,1,147,Prison
NewFolsom,75,0,2,147,2,0.0,0.0136054421768707,0.0,1.0,2.0,0.0,2,147,Prison,both,Sacramento,State,2.0,0.0,2,147,Prison
Riverside_Blythe,75,0,36,147,36,0.0,0.2448979591836734,0.0,1.0,10296.0,180.0,36,147,Jail,both,Riverside,County,10296.0,180.0,36,147,Jail
Riverside_Smith,75,0,108,147,108,0.0,0.7346938775510204,0.0,1.0,30888.0,540.0,108,147,Jail,both,Riverside,County,30888.0,540.0,108,147,Jail
CaliforniaCity,76,0,2,110,2,0.0,0.0181818181818181,0.0,1.0,2.0,0.0,2,110,Prison,both,Kern,State,2.0,0.0,2,110,Prison
Riverside_Smith,76,0,108,110,108,0.0,0.9818181818181818,0.0,1.0,42444.0,324.0,108,110,Jail,both,Riverside,County,42444.0,324.0,108,110,Jail
Calipatria,62,0,1,12,1,0.0,0.0833333333333333,0.0,1.0,1.0,0.0,1,12,Prison,both,Imperial,State,1.0,0.0,1,12,Prison
Chino,62,0,1,12,1,0.0,0.0833333333333333,0.0,1.0,1.0,0.0,1,12,Prison,both,San Bernardino,State,1.0,0.0,1,12,Prison
High Desert,62,0,1,12,1,0.0,0.0833333333333333,0.0,1.0,0.0,0.0,1,12,Prison,both,Lassen,State,0.0,0.0,1,12,Prison
Jamestown,62,0,2,12,2,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,2,12,Prison,both,Tuolumne,State,0.0,0.0,2,12,Prison
Pleasant Valley,62,1,1,12,2,0.0833333333333333,0.0833333333333333,0.5,0.5,0.0,0.0,2,12,Prison,both,Riverside,State,0.0,0.0,2,12,Prison
Solano,62,1,3,12,4,0.0833333333333333,0.25,0.25,0.75,0.0,0.0,4,12,Prison,both,Solano,State,0.0,0.0,4,12,Prison
Tracy,62,0,1,12,1,0.0,0.0833333333333333,0.0,1.0,0.0,0.0,1,12,Prison,both,San Joaquin,State,0.0,0.0,1,12,Prison
Calipatria,66,0,1,4,1,0.0,0.25,0.0,1.0,0.0,0.0,1,4,Prison,both,Imperial,State,0.0,0.0,1,4,Prison
Chowchilla,66,1,0,4,1,0.25,0.0,1.0,0.0,0.0,0.0,1,4,Prison,both,Madera,State,0.0,0.0,1,4,Prison
SalinasValley,66,0,1,4,1,0.0,0.25,0.0,1.0,0.0,0.0,1,4,Prison,both,Monterey,State,0.0,0.0,1,4,Prison
Soledad,66,0,1,4,1,0.0,0.25,0.0,1.0,1.0,0.0,1,4,Prison,both,Monterey,State,1.0,0.0,1,4,Prison
Centinela,67,0,1,12,1,0.0,0.0833333333333333,0.0,1.0,0.0,0.0,1,12,Prison,both,Imperial,State,0.0,0.0,1,12,Prison
NewFolsom,67,0,1,12,1,0.0,0.0833333333333333,0.0,1.0,0.0,0.0,1,12,Prison,both,Sacramento,State,0.0,0.0,1,12,Prison
Orange_Central,67,1,2,12,3,0.0833333333333333,0.1666666666666666,0.3333333333333333,0.6666666666666666,1929.0,42.0,3,12,Jail,both,Orange,County,1929.0,42.0,3,12,Jail
Orange_TheoLacy,67,0,4,12,4,0.0,0.3333333333333333,0.0,1.0,2572.0,56.0,4,12,Jail,both,Orange,County,2572.0,56.0,4,12,Jail
Soledad,67,1,0,12,1,0.0833333333333333,0.0,1.0,0.0,1.0,0.0,1,12,Prison,both,Monterey,State,1.0,0.0,1,12,Prison
Valley State,67,1,1,12,2,0.0833333333333333,0.0833333333333333,0.5,0.5,0.0,0.0,2,12,Prison,both,Madera,State,0.0,0.0,2,12,Prison
Chino,17,0,1,1,1,0.0,1.0,0.0,1.0,150.0,0.0,1,1,Prison,both,San Bernardino,State,150.0,0.0,1,1,Prison
Chino,34,1,0,1,1,1.0,0.0,1.0,0.0,1.0,0.0,1,1,Prison,both,San Bernardino,State,1.0,0.0,1,1,Prison
Chino,109,1,4,5,5,0.2,0.8,0.2,0.8,210.0,0.0,5,5,Prison,both,San Bernardino,State,210.0,0.0,5,5,Prison
Chowchilla,71,0,1,6,1,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,1,6,Prison,both,Madera,State,0.0,0.0,1,6,Prison
KernValley,71,0,3,6,3,0.0,0.5,0.0,1.0,3.0,0.0,3,6,Prison,both,Kern,State,3.0,0.0,3,6,Prison
NewFolsom,71,0,1,6,1,0.0,0.1666666666666666,0.0,1.0,1.0,0.0,1,6,Prison,both,Sacramento,State,1.0,0.0,1,6,Prison
Orange_Central,71,0,1,6,1,0.0,0.1666666666666666,0.0,1.0,329.0,9.0,1,6,Jail,both,Orange,County,329.0,9.0,1,6,Jail
Corcoran,86,0,1,5,1,0.0,0.2,0.0,1.0,3.0,1.0,1,5,Prison,both,Kings,State,3.0,1.0,1,5,Prison
Fresno_Main,86,0,2,5,2,0.0,0.4,0.0,1.0,6964.0,84.0,2,5,Jail,both,Fresno,County,6964.0,84.0,2,5,Jail
Kings_Main,86,0,1,5,1,0.0,0.2,0.0,1.0,786.0,3.0,1,5,Jail,both,Kings,County,786.0,3.0,1,5,Jail
Norco,86,0,1,5,1,0.0,0.2,0.0,1.0,1.0,0.0,1,5,Prison,both,Riverside,State,1.0,0.0,1,5,Prison
Donovan,39,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,1,Prison,both,San Diego,State,0.0,0.0,1,1,Prison
FireCamps,85,0,1,2,1,0.0,0.5,0.0,1.0,90336.0,791.0,1,2,Department,both,California,State,90336.0,791.0,1,2,Department
Vacaville,85,0,1,2,1,0.0,0.5,0.0,1.0,4.0,0.0,1,2,Prison,both,Solano,State,4.0,0.0,1,2,Prison
Fresno_Main,88,0,2,58,2,0.0,0.0344827586206896,0.0,1.0,5826.0,102.0,2,58,Jail,both,Fresno,County,5826.0,102.0,2,58,Jail
LosAngeles_Metropolitan,88,4,0,58,4,0.0689655172413793,0.0,1.0,0.0,48112.0,764.0,4,58,Jail,both,Los Angeles,County,48112.0,764.0,4,58,Jail
Merced_Latorraca,88,0,18,58,18,0.0,0.3103448275862069,0.0,1.0,15822.0,306.0,18,58,Jail,both,Merced,County,15822.0,306.0,18,58,Jail
Merced_USPAtwater,88,9,18,58,27,0.1551724137931034,0.3103448275862069,0.3333333333333333,0.6666666666666666,23733.0,459.0,27,58,Prison,both,Merced,Federal,23733.0,459.0,27,58,Prison
PelicanBay,88,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,3.0,0.0,1,58,Prison,both,Fresno,State,3.0,0.0,1,58,Prison
SanJoaquin_Main,88,0,5,58,5,0.0,0.0862068965517241,0.0,1.0,8615.0,185.0,5,58,Jail,both,San Joaquin,County,8615.0,185.0,5,58,Jail
Tulare_BobWiley,88,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,1702.0,22.0,1,58,Jail,both,Tulare,County,1702.0,22.0,1,58,Jail
Fresno_Main,90,0,1,14,1,0.0,0.0714285714285714,0.0,1.0,2065.0,46.0,1,14,Jail,both,Fresno,County,2065.0,46.0,1,14,Jail
Merced_Main,90,0,9,14,9,0.0,0.6428571428571429,0.0,1.0,6489.0,117.0,9,14,Jail,both,Merced,County,6489.0,117.0,9,14,Jail
PelicanBay,90,0,1,14,1,0.0,0.0714285714285714,0.0,1.0,1.0,0.0,1,14,Prison,both,Fresno,State,1.0,0.0,1,14,Prison
Stockton,90,0,1,14,1,0.0,0.0714285714285714,0.0,1.0,2.0,0.0,1,14,Prison,both,San Joaquin,State,2.0,0.0,1,14,Prison
USP_Victorville,90,0,2,14,2,0.0,0.1428571428571428,0.0,1.0,5206.0,144.0,2,14,Prison,both,San Bernardino,Federal,5206.0,144.0,2,14,Prison
Fresno_Main,92,0,1,24,1,0.0,0.0416666666666666,0.0,1.0,1923.0,31.0,1,24,Jail,both,Fresno,County,1923.0,31.0,1,24,Jail
LosAngeles_MensCentral,92,0,1,24,1,0.0,0.0416666666666666,0.0,1.0,6683.0,111.0,1,24,Jail,both,Los Angeles,County,6683.0,111.0,1,24,Jail
LosAngeles_TwinTowers,92,0,8,24,8,0.0,0.3333333333333333,0.0,1.0,53464.0,888.0,8,24,Jail,both,Los Angeles,County,53464.0,888.0,8,24,Jail
Merced_Main,92,0,9,24,9,0.0,0.375,0.0,1.0,4599.0,99.0,9,24,Jail,both,Merced,County,4599.0,99.0,9,24,Jail
PelicanBay,92,0,1,24,1,0.0,0.0416666666666666,0.0,1.0,0.0,0.0,1,24,Prison,both,Fresno,State,0.0,0.0,1,24,Prison
SanBernardino_Central,92,0,4,24,4,0.0,0.1666666666666666,0.0,1.0,8276.0,216.0,4,24,Jail,both,San Bernardino,County,8276.0,216.0,4,24,Jail
High Desert,61,0,1,4,1,0.0,0.25,0.0,1.0,0.0,0.0,1,4,Prison,both,Lassen,State,0.0,0.0,1,4,Prison
Valley State,61,0,2,4,2,0.0,0.5,0.0,1.0,4.0,0.0,2,4,Prison,both,Madera,State,4.0,0.0,2,4,Prison
Wasco,61,0,1,4,1,0.0,0.25,0.0,1.0,4.0,0.0,1,4,Prison,both,Kern,State,4.0,0.0,1,4,Prison
Kern_GSAnnex,84,0,4,5,4,0.0,0.8,0.0,1.0,0.0,0.0,4,5,Prison,both,Kern,State,0.0,0.0,4,5,Prison
Yuba,84,0,1,5,1,0.0,0.2,0.0,1.0,341.0,0.0,1,5,Jail,both,Yuba,County,341.0,0.0,1,5,Jail
LosAngeles_MensCentral,91,0,2,2,2,0.0,1.0,0.0,1.0,15858.0,258.0,2,2,Jail,both,Los Angeles,County,15858.0,258.0,2,2,Jail
Mule Creek,73,0,1,1,1,0.0,1.0,0.0,1.0,4.0,0.0,1,1,Prison,both,Amador,State,4.0,0.0,1,1,Prison
NewFolsom,99,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,1,Prison,both,Sacramento,State,0.0,0.0,1,1,Prison
NewFolsom,110,0,2,6,2,0.0,0.3333333333333333,0.0,1.0,40.0,0.0,2,6,Prison,both,Sacramento,State,40.0,0.0,2,6,Prison
SantaClara_Elmwood,110,0,4,6,4,0.0,0.6666666666666666,0.0,1.0,20468.0,116.0,4,6,Jail,both,Santa Clara,County,20468.0,116.0,4,6,Jail
Riverside_unspecified,77,0,36,36,36,0.0,1.0,0.0,1.0,18216.0,108.0,36,36,Jail,both,Riverside,County,18216.0,108.0,36,36,Jail
SanBernadino_WestValley,93,0,4,4,4,0.0,1.0,0.0,1.0,8540.0,124.0,4,4,Jail,both,San Bernardino,County,8540.0,124.0,4,4,Jail
SantaClara_Elmwood,100,0,8,13,8,0.0,0.6153846153846154,0.0,1.0,13080.0,96.0,8,13,Jail,both,Santa Clara,County,13080.0,96.0,8,13,Jail
Ventura_Todd,100,0,4,13,4,0.0,0.3076923076923077,0.0,1.0,3356.0,20.0,4,13,Jail,both,Ventura,County,3356.0,20.0,4,13,Jail
Yuba,100,0,1,13,1,0.0,0.0769230769230769,0.0,1.0,100.0,3.0,1,13,Jail,both,Yuba,County,100.0,3.0,1,13,Jail
SantaClara_Elmwood,103,0,4,12,4,0.0,0.3333333333333333,0.0,1.0,28900.0,40.0,4,12,Jail,both,Santa Clara,County,28900.0,40.0,4,12,Jail
SantaClara_Main,103,0,4,12,4,0.0,0.3333333333333333,0.0,1.0,28900.0,40.0,4,12,Jail,both,Santa Clara,County,28900.0,40.0,4,12,Jail
Ventura_Main,103,0,4,12,4,0.0,0.3333333333333333,0.0,1.0,17868.0,28.0,4,12,Jail,both,Ventura,County,17868.0,28.0,4,12,Jail
Solano,31,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,1,Prison,both,Solano,State,0.0,0.0,1,1,Prison
Solano,41,0,1,2,1,0.0,0.5,0.0,1.0,0.0,0.0,1,2,Prison,both,Solano,State,0.0,0.0,1,2,Prison
Vacaville,41,0,1,2,1,0.0,0.5,0.0,1.0,0.0,0.0,1,2,Prison,both,Solano,State,0.0,0.0,1,2,Prison
Tulare_BobWiley,113,0,1,1,1,0.0,1.0,0.0,1.0,316.0,9.0,1,1,Jail,both,Tulare,County,316.0,9.0,1,1,Jail
Tulare_Main,104,0,4,5,4,0.0,0.8,0.0,1.0,6912.0,20.0,4,5,Jail,both,Tulare,County,6912.0,20.0,4,5,Jail
Vacaville,104,0,1,5,1,0.0,0.2,0.0,1.0,1.0,0.0,1,5,Prison,both,Solano,State,1.0,0.0,1,5,Prison
Vacaville,79,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,1,Prison,both,Solano,State,0.0,0.0,1,1,Prison
Ventura_Main,102,0,4,4,4,0.0,1.0,0.0,1.0,6640.0,36.0,4,4,Jail,both,Ventura,County,6640.0,36.0,4,4,Jail
Yuba,94,0,1,1,1,0.0,1.0,0.0,1.0,135.0,1.0,1,1,Jail,both,Yuba,County,135.0,1.0,1,1,Jail
