Facility Name,Week Number,Positive_Count,Negative_Count,Overall Count_x,Prison Count,Overall Positive Ratio,Overall Negative Ratio,Prison Positive Ratio,Prison Negative Ratio,Prison Case Number,Prison Death Number,Prison File Count,Overall Count_y,Type,_merge,County,Level
Folsom,69,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,0.0,0.0,1,58,Prison,both,Sacramento,State
KernValley,69,0,10,58,10,0.0,0.1724137931034483,0.0,1.0,0.0,0.0,10,58,Prison,both,Kern,State
Mule Creek,69,0,3,58,3,0.0,0.0517241379310344,0.0,1.0,0.0,0.0,3,58,Prison,both,Amador,State
NewFolsom,69,0,6,58,6,0.0,0.1034482758620689,0.0,1.0,6.0,0.0,6,58,Prison,both,Sacramento,State
Orange_Central,69,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,481.0,2.0,1,58,Jail,both,Orange,County
Orange_TheoLacy,69,0,4,58,4,0.0,0.0689655172413793,0.0,1.0,1924.0,8.0,4,58,Jail,both,Orange,County
PelicanBay,69,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,0.0,0.0,1,58,Prison,both,Fresno,State
SalinasValley,69,1,3,58,4,0.0172413793103448,0.0517241379310344,0.25,0.75,0.0,0.0,4,58,Prison,both,Monterey,State
Solano,69,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,1.0,0.0,1,58,Prison,both,Solano,State
Susanville,69,0,5,58,5,0.0,0.0862068965517241,0.0,1.0,0.0,0.0,5,58,Prison,both,Lassen,State
Vacaville,69,0,8,58,8,0.0,0.1379310344827586,0.0,1.0,8.0,0.0,8,58,Prison,both,Solano,State
Valley State,69,0,2,58,2,0.0,0.0344827586206896,0.0,1.0,0.0,0.0,2,58,Prison,both,Madera,State
CaliforniaCity,74,0,1,181,1,0.0,0.005524861878453,0.0,1.0,0.0,0.0,1,181,Prison,both,Kern,State
Riverside_Benoit,74,0,36,181,36,0.0,0.1988950276243093,0.0,1.0,10980.0,36.0,36,181,Jail,both,Riverside,County
Riverside_Byrd,74,0,36,181,36,0.0,0.1988950276243093,0.0,1.0,10980.0,36.0,36,181,Jail,both,Riverside,County
Riverside_Presley,74,0,72,181,72,0.0,0.3977900552486187,0.0,1.0,21960.0,72.0,72,181,Jail,both,Riverside,County
Riverside_Smith,74,0,36,181,36,0.0,0.1988950276243093,0.0,1.0,10980.0,36.0,36,181,Jail,both,Riverside,County
CaliforniaCity,75,1,0,147,1,0.0068027210884353,0.0,1.0,0.0,0.0,0.0,1,147,Prison,both,Kern,State
NewFolsom,75,0,2,147,2,0.0,0.0136054421768707,0.0,1.0,2.0,0.0,2,147,Prison,both,Sacramento,State
Riverside_Blythe,75,0,36,147,36,0.0,0.2448979591836734,0.0,1.0,10296.0,180.0,36,147,Jail,both,Riverside,County
Riverside_Smith,75,0,108,147,108,0.0,0.7346938775510204,0.0,1.0,30888.0,540.0,108,147,Jail,both,Riverside,County
CaliforniaCity,76,0,2,110,2,0.0,0.0181818181818181,0.0,1.0,2.0,0.0,2,110,Prison,both,Kern,State
Riverside_Smith,76,0,108,110,108,0.0,0.9818181818181818,0.0,1.0,42444.0,324.0,108,110,Jail,both,Riverside,County
Calipatria,62,0,1,12,1,0.0,0.0833333333333333,0.0,1.0,1.0,0.0,1,12,Prison,both,Imperial,State
Chino,62,0,1,12,1,0.0,0.0833333333333333,0.0,1.0,1.0,0.0,1,12,Prison,both,San Bernardino,State
High Desert,62,0,1,12,1,0.0,0.0833333333333333,0.0,1.0,0.0,0.0,1,12,Prison,both,Lassen,State
Jamestown,62,0,2,12,2,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,2,12,Prison,both,Tuolumne,State
Pleasant Valley,62,1,1,12,2,0.0833333333333333,0.0833333333333333,0.5,0.5,0.0,0.0,2,12,Prison,both,Riverside,State
Solano,62,1,3,12,4,0.0833333333333333,0.25,0.25,0.75,0.0,0.0,4,12,Prison,both,Solano,State
Tracy,62,0,1,12,1,0.0,0.0833333333333333,0.0,1.0,0.0,0.0,1,12,Prison,both,San Joaquin,State
Calipatria,66,0,1,4,1,0.0,0.25,0.0,1.0,0.0,0.0,1,4,Prison,both,Imperial,State
Chowchilla,66,1,0,4,1,0.25,0.0,1.0,0.0,0.0,0.0,1,4,Prison,both,Madera,State
SalinasValley,66,0,1,4,1,0.0,0.25,0.0,1.0,0.0,0.0,1,4,Prison,both,Monterey,State
Soledad,66,0,1,4,1,0.0,0.25,0.0,1.0,1.0,0.0,1,4,Prison,both,Monterey,State
Centinela,67,0,1,12,1,0.0,0.0833333333333333,0.0,1.0,0.0,0.0,1,12,Prison,both,Imperial,State
NewFolsom,67,0,1,12,1,0.0,0.0833333333333333,0.0,1.0,0.0,0.0,1,12,Prison,both,Sacramento,State
Orange_Central,67,1,2,12,3,0.0833333333333333,0.1666666666666666,0.3333333333333333,0.6666666666666666,1929.0,42.0,3,12,Jail,both,Orange,County
Orange_TheoLacy,67,0,4,12,4,0.0,0.3333333333333333,0.0,1.0,2572.0,56.0,4,12,Jail,both,Orange,County
Soledad,67,1,0,12,1,0.0833333333333333,0.0,1.0,0.0,1.0,0.0,1,12,Prison,both,Monterey,State
Valley State,67,1,1,12,2,0.0833333333333333,0.0833333333333333,0.5,0.5,0.0,0.0,2,12,Prison,both,Madera,State
Chino,17,0,1,1,1,0.0,1.0,0.0,1.0,150.0,0.0,1,1,Prison,both,San Bernardino,State
Chino,34,1,0,1,1,1.0,0.0,1.0,0.0,1.0,0.0,1,1,Prison,both,San Bernardino,State
Chino,109,1,4,5,5,0.2,0.8,0.2,0.8,210.0,0.0,5,5,Prison,both,San Bernardino,State
Chowchilla,71,0,1,6,1,0.0,0.1666666666666666,0.0,1.0,0.0,0.0,1,6,Prison,both,Madera,State
KernValley,71,0,3,6,3,0.0,0.5,0.0,1.0,3.0,0.0,3,6,Prison,both,Kern,State
NewFolsom,71,0,1,6,1,0.0,0.1666666666666666,0.0,1.0,1.0,0.0,1,6,Prison,both,Sacramento,State
Orange_Central,71,0,1,6,1,0.0,0.1666666666666666,0.0,1.0,329.0,9.0,1,6,Jail,both,Orange,County
Corcoran,86,0,1,5,1,0.0,0.2,0.0,1.0,3.0,1.0,1,5,Prison,both,Kings,State
Fresno_Main,86,0,2,5,2,0.0,0.4,0.0,1.0,6964.0,84.0,2,5,Jail,both,Fresno,County
Kings_Main,86,0,1,5,1,0.0,0.2,0.0,1.0,786.0,3.0,1,5,Jail,both,Kings,County
Norco,86,0,1,5,1,0.0,0.2,0.0,1.0,1.0,0.0,1,5,Prison,both,Riverside,State
Donovan,39,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,1,Prison,both,San Diego,State
FireCamps,85,0,1,2,1,0.0,0.5,0.0,1.0,90336.0,791.0,1,2,Department,both,California,State
Vacaville,85,0,1,2,1,0.0,0.5,0.0,1.0,4.0,0.0,1,2,Prison,both,Solano,State
Fresno_Main,88,0,2,58,2,0.0,0.0344827586206896,0.0,1.0,5826.0,102.0,2,58,Jail,both,Fresno,County
LosAngeles_Metropolitan,88,4,0,58,4,0.0689655172413793,0.0,1.0,0.0,48112.0,764.0,4,58,Jail,both,Los Angeles,County
Merced_Latorraca,88,0,18,58,18,0.0,0.3103448275862069,0.0,1.0,15822.0,306.0,18,58,Jail,both,Merced,County
Merced_USPAtwater,88,9,18,58,27,0.1551724137931034,0.3103448275862069,0.3333333333333333,0.6666666666666666,23733.0,459.0,27,58,Prison,both,Merced,Federal
PelicanBay,88,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,3.0,0.0,1,58,Prison,both,Fresno,State
SanJoaquin_Main,88,0,5,58,5,0.0,0.0862068965517241,0.0,1.0,8615.0,185.0,5,58,Jail,both,San Joaquin,County
Tulare_BobWiley,88,0,1,58,1,0.0,0.0172413793103448,0.0,1.0,1702.0,22.0,1,58,Jail,both,Tulare,County
Fresno_Main,90,0,1,14,1,0.0,0.0714285714285714,0.0,1.0,2065.0,46.0,1,14,Jail,both,Fresno,County
Merced_Main,90,0,9,14,9,0.0,0.6428571428571429,0.0,1.0,6489.0,117.0,9,14,Jail,both,Merced,County
PelicanBay,90,0,1,14,1,0.0,0.0714285714285714,0.0,1.0,1.0,0.0,1,14,Prison,both,Fresno,State
Stockton,90,0,1,14,1,0.0,0.0714285714285714,0.0,1.0,2.0,0.0,1,14,Prison,both,San Joaquin,State
USP_Victorville,90,0,2,14,2,0.0,0.1428571428571428,0.0,1.0,5206.0,144.0,2,14,Prison,both,San Bernardino,Federal
Fresno_Main,92,0,1,24,1,0.0,0.0416666666666666,0.0,1.0,1923.0,31.0,1,24,Jail,both,Fresno,County
LosAngeles_MensCentral,92,0,1,24,1,0.0,0.0416666666666666,0.0,1.0,6683.0,111.0,1,24,Jail,both,Los Angeles,County
LosAngeles_TwinTowers,92,0,8,24,8,0.0,0.3333333333333333,0.0,1.0,53464.0,888.0,8,24,Jail,both,Los Angeles,County
Merced_Main,92,0,9,24,9,0.0,0.375,0.0,1.0,4599.0,99.0,9,24,Jail,both,Merced,County
PelicanBay,92,0,1,24,1,0.0,0.0416666666666666,0.0,1.0,0.0,0.0,1,24,Prison,both,Fresno,State
SanBernardino_Central,92,0,4,24,4,0.0,0.1666666666666666,0.0,1.0,8276.0,216.0,4,24,Jail,both,San Bernardino,County
High Desert,61,0,1,4,1,0.0,0.25,0.0,1.0,0.0,0.0,1,4,Prison,both,Lassen,State
Valley State,61,0,2,4,2,0.0,0.5,0.0,1.0,4.0,0.0,2,4,Prison,both,Madera,State
Wasco,61,0,1,4,1,0.0,0.25,0.0,1.0,4.0,0.0,1,4,Prison,both,Kern,State
Kern_GSAnnex,84,0,4,5,4,0.0,0.8,0.0,1.0,0.0,0.0,4,5,Prison,both,Kern,State
Yuba,84,0,1,5,1,0.0,0.2,0.0,1.0,341.0,0.0,1,5,Jail,both,Yuba,County
LosAngeles_MensCentral,91,0,2,2,2,0.0,1.0,0.0,1.0,15858.0,258.0,2,2,Jail,both,Los Angeles,County
Mule Creek,73,0,1,1,1,0.0,1.0,0.0,1.0,4.0,0.0,1,1,Prison,both,Amador,State
NewFolsom,99,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,1,Prison,both,Sacramento,State
NewFolsom,110,0,2,6,2,0.0,0.3333333333333333,0.0,1.0,40.0,0.0,2,6,Prison,both,Sacramento,State
SantaClara_Elmwood,110,0,4,6,4,0.0,0.6666666666666666,0.0,1.0,20468.0,116.0,4,6,Jail,both,Santa Clara,County
Riverside_unspecified,77,0,36,36,36,0.0,1.0,0.0,1.0,18216.0,108.0,36,36,Jail,both,Riverside,County
SanBernadino_WestValley,93,0,4,4,4,0.0,1.0,0.0,1.0,8540.0,124.0,4,4,Jail,both,San Bernardino,County
SantaClara_Elmwood,100,0,8,13,8,0.0,0.6153846153846154,0.0,1.0,13080.0,96.0,8,13,Jail,both,Santa Clara,County
Ventura_Todd,100,0,4,13,4,0.0,0.3076923076923077,0.0,1.0,3356.0,20.0,4,13,Jail,both,Ventura,County
Yuba,100,0,1,13,1,0.0,0.0769230769230769,0.0,1.0,100.0,3.0,1,13,Jail,both,Yuba,County
SantaClara_Elmwood,103,0,4,12,4,0.0,0.3333333333333333,0.0,1.0,28900.0,40.0,4,12,Jail,both,Santa Clara,County
SantaClara_Main,103,0,4,12,4,0.0,0.3333333333333333,0.0,1.0,28900.0,40.0,4,12,Jail,both,Santa Clara,County
Ventura_Main,103,0,4,12,4,0.0,0.3333333333333333,0.0,1.0,17868.0,28.0,4,12,Jail,both,Ventura,County
Solano,31,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,1,Prison,both,Solano,State
Solano,41,0,1,2,1,0.0,0.5,0.0,1.0,0.0,0.0,1,2,Prison,both,Solano,State
Vacaville,41,0,1,2,1,0.0,0.5,0.0,1.0,0.0,0.0,1,2,Prison,both,Solano,State
Tulare_BobWiley,113,0,1,1,1,0.0,1.0,0.0,1.0,316.0,9.0,1,1,Jail,both,Tulare,County
Tulare_Main,104,0,4,5,4,0.0,0.8,0.0,1.0,6912.0,20.0,4,5,Jail,both,Tulare,County
Vacaville,104,0,1,5,1,0.0,0.2,0.0,1.0,1.0,0.0,1,5,Prison,both,Solano,State
Vacaville,79,0,1,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1,1,Prison,both,Solano,State
Ventura_Main,102,0,4,4,4,0.0,1.0,0.0,1.0,6640.0,36.0,4,4,Jail,both,Ventura,County
Yuba,94,0,1,1,1,0.0,1.0,0.0,1.0,135.0,1.0,1,1,Jail,both,Yuba,County
