Facility Name,Week Number,Specific_Facility_Case_Number,Specific_Facility_Case_Rate,Specific_Facility_Death_Number,Specific_Facility_Death_Rate,Type,Total_Case_Rate,Total_Death_Rate
Chowchilla,52,222.0,0.096943231441048,0.0,0.0,Prison,0.5398013491506340,0.0065252336334347
Soledad,52,1485.0,0.0384346610761705,18.0,0.0004658746797111,Prison,0.5398013491506340,0.0065252336334347
Corcoran,52,44.0,0.0125534950071327,0.0,0.0,Prison,0.5398013491506340,0.0065252336334347
Ironwood,52,138.0,0.0226155358898722,0.0,0.0,Prison,0.5398013491506340,0.0065252336334347
CIW,52,0.0,0.0,0.0,0.0,Prison,0.5398013491506340,0.0065252336334347
Chino,52,26.0,0.0109658371994939,0.0,0.0,Prison,0.5398013491506340,0.0065252336334347
Tehachapi,52,48.0,0.0139941690962099,4.0,0.0011661807580174,Prison,0.5398013491506340,0.0065252336334347
CSATF,52,1.0,0.0002074258452603,0.0,0.0,Prison,0.5398013491506340,0.0065252336334347
Chowchilla,57,6.0,0.0026200873362445,0.0,0.0,Prison,0.0608524629102433,0.0
Norco,57,3.0,0.001027749229188,0.0,0.0,Prison,0.0608524629102433,0.0
Pleasant Valley,57,1.0,0.000375939849624,0.0,0.0,Prison,0.0608524629102433,0.0
Tehachapi,57,10.0,0.0058309037900874,0.0,0.0,Prison,0.0608524629102433,0.0
CSATF,57,0.0,0.0,0.0,0.0,Prison,0.0608524629102433,0.0
Calipatria,57,138.0,0.0084996304508499,0.0,0.0,Prison,0.0608524629102433,0.0
Chowchilla,66,0.0,0.0,0.0,0.0,Prison,0.0002329373398555,0.0
Soledad,66,1.0,0.0002329373398555,0.0,0.0,Prison,0.0002329373398555,0.0
SalinasValley,66,0.0,0.0,0.0,0.0,Prison,0.0002329373398555,0.0
Calipatria,66,0.0,0.0,0.0,0.0,Prison,0.0002329373398555,0.0
Soledad,58,0.0,0.0,0.0,0.0,Prison,0.0236262344065073,0.0
CMC,58,0.0,0.0,0.0,0.0,Prison,0.0236262344065073,0.0
Pleasant Valley,58,3.0,0.00037593984962400000,0.0,0.0,Prison,0.0236262344065073,0.0
Valley State,58,1.0,0.0003079765937788,0.0,0.0,Prison,0.0236262344065073,0.0
Tehachapi,58,8.0,0.0046647230320699,0.0,0.0,Prison,0.0236262344065073,0.0
Calipatria,58,46.0,0.0084996304508499,0.0,0.0,Prison,0.0236262344065073,0.0
NorthKern,58,2.0,0.0005264543300868,0.0,0.0,Prison,0.0236262344065073,0.0
Chuckawalla,46,2.0,0.0009896091044037,0.0,0.0,Prison,0.0009896091044037,0.0
Ironwood,46,0.0,0.0,0.0,0.0,Prison,0.0009896091044037,0.0
CIW,46,0.0,0.0,0.0,0.0,Prison,0.0009896091044037,0.0
Norco,59,0.0,0.0,0.0,0.0,Prison,0.0138846182348377,0.0015595517112163700
CMC,59,0.0,0.0,3.0,0.0004842615012106000,Prison,0.0138846182348377,0.0015595517112163700
High Desert,59,10.0,0.0041893590280687,0.0,0.0,Prison,0.0138846182348377,0.0015595517112163700
Pleasant Valley,59,1.0,0.000375939849624,0.0,0.0,Prison,0.0138846182348377,0.0015595517112163700
Valley State,59,7.0,0.0021558361564521,0.0,0.0,Prison,0.0138846182348377,0.0015595517112163700
Wasco,59,16.0,0.0044198895027624,0.0,0.0,Prison,0.0138846182348377,0.0015595517112163700
Delano,59,2544.0,0.0009145312326435,99.0,3.55890691948566E-05,Prison,0.0138846182348377,0.0015595517112163700
Ironwood,56,205.0,0.0671910848901999,0.0,0.0,Prison,0.1401355304430440,0.0058111380145278
CMC,56,108.0,0.0087167070217917,12.0,0.0009685230024213,Prison,0.1401355304430440,0.0058111380145278
Tracy,56,12.0,0.0029311187103077,0.0,0.0,Prison,0.1401355304430440,0.0058111380145278
Calipatria,56,40.0,0.0073909830007391,0.0,0.0,Prison,0.1401355304430440,0.0058111380145278
Mule Creek,73,4.0,0.0010518012095713,0.0,0.0,Prison,0.0010518012095713,0.0
High Desert,61,0.0,0.0,0.0,0.0,Prison,0.002336878750806,0.0
Valley State,61,4.0,0.0006159531875577,0.0,0.0,Prison,0.002336878750806,0.0
Wasco,61,4.0,0.0011049723756906,0.0,0.0,Prison,0.002336878750806,0.0
Chino,17,150.0,0.0632644453816955,0.0,0.0,Prison,0.0632644453816955,0.0
Chino,34,1.0,0.0004217629692113,0.0,0.0,Prison,0.0004217629692113,0.0
Chino,109,210.0,0.0177140447068747,0.0,0.0,Prison,0.0885702235343735,0.0
CaliforniaCity,74,0.0,0.0,0.0,0.0,Prison,0.02224342573065,7.29292646906888E-05
Riverside_Benoit,74,10980.0,0.0001235745873925,36.0,4.05162581614938E-07,Jail,0.02224342573065,7.29292646906888E-05
Riverside_Byrd,74,10980.0,0.0001235745873925,36.0,4.05162581614938E-07,Jail,0.02224342573065,7.29292646906888E-05
Riverside_Presley,74,21960.0,0.0001235745873925,72.0,4.05162581614938E-07,Jail,0.02224342573065,7.29292646906888E-05
Riverside_Smith,74,10980.0,0.0001235745873925,36.0,4.05162581614938E-07,Jail,0.02224342573065,7.29292646906888E-05
CaliforniaCity,76,2.0,1.07845664226838E-06,0.0,0.0,Prison,0.017198877527341300,0.0001312726764432400
Riverside_Smith,76,42444.0,0.0001592288945746,324.0,1.21548774484481E-06,Jail,0.017198877527341300,0.0001312726764432400
Riverside_unspecified,77,18216.0,0.0002050122662971,108.0,1.21548774484481E-06,Jail,0.0073804415866956,4.37575588144132E-05
SanBernadino_WestValley,93,8540.0,0.0009628402298549,124.0,1.39803499416884E-05,Jail,0.0038513609194196,5.59213997667536E-05
