word,positive_count,negative_count,part_of_speech
appealing,2,6,VBG
remembered,0,6,VBN
proceeded,0,6,VBD
inflicted,0,6,VBN
wicked,1,6,VBD
flashing,0,6,VBG
pooping,0,6,VBG
healed,2,6,VBN
weaponized,0,6,VBN
reversed,0,6,VBN
compacted,0,6,VBN
slipped,0,6,VBD
minimized,1,6,VBN
irritating,0,6,VBG
fixing,3,6,VBG
parenting,2,6,VBG
hired,0,6,VBN
ensued,0,6,VBN
deteriorating,0,6,VBG
reinfecting,0,6,VBG
attacked,2,6,VBN
encountered,4,6,VBN
indicated,1,6,VBN
covidrelated,2,6,VBN
approaching,0,6,VBG
swelled,0,6,VBD
annoying,0,6,VBG
penalized,0,6,VBN
injected,1,6,VBN
lawabiding,0,6,VBG
recalled,2,6,VBN
listened,0,6,VBN
baked,0,6,VBN
deprived,2,6,VBN
busted,0,6,VBN
greeting,3,6,VBG
floating,1,6,VBG
pouring,1,6,VBG
commented,2,6,VBN
minded,0,6,VBN
authorized,2,6,VBN
spreaded,0,6,VBD
tortured,1,6,VBN
swelling,0,6,VBG
protested,1,6,VBN
meditating,0,6,VBG
contaminating,0,6,VBG
consisted,2,6,VBN
defending,3,6,VBG
gasping,0,6,VBG
indicating,0,6,VBG
spacing,0,6,VBG
skipped,0,6,VBD
wheeled,2,6,VBD
suspected,0,6,VBN
gaining,2,6,VBG
limiting,1,6,VBG
cracked,0,6,VBN
trusted,4,6,VBN
imprisoned,1,6,VBN
assed,0,6,VBN
fallen,1,6,VBN
poisoning,1,6,VBG
interrupting,0,6,VBG
converted,0,6,VBN
cracking,1,6,VBG
escorting,2,6,VBG
harmed,0,6,VBN
summoned,0,6,VBN
rehousing,0,6,VBG
hoped,4,6,VBD
ensuring,1,6,VBG
showered,1,6,VBN
destroying,1,6,VBG
announcing,1,6,VBG
counseling,4,6,VBG
informing,4,6,VBG
reexposed,0,6,VBN
begged,1,6,VBN
prolonged,3,6,VBN
scrambled,0,6,VBN
resting,3,6,VBG
organized,1,6,VBN
detained,0,6,VBN
waived,0,6,VBN
discouraging,2,6,VBG
armed,4,6,VBN
contributed,0,6,VBD
rendered,0,6,VBN
testified,1,6,VBN
shaken,0,5,NNS
span,2,5,NN
discretion,0,5,NN
feces,0,5,NNS
proceedings,1,5,NNS
muslim,4,5,NN
gasoline,0,5,NN
conscience,2,5,NN
elbows,0,5,NNS
growth,4,5,NN
asset,1,5,NN
collection,3,5,NN
closure,0,5,NN
rc,0,5,NN
dispose,0,5,NN
explode,0,5,NN
shy,0,5,NN
engineers,0,5,NNS
si,2,5,NN
goodness,2,5,NN
rage,0,5,NN
reader,3,5,NN
executive,1,5,NN
pinnacle,0,5,NN
bomb,1,5,NN
tutor,0,5,NN
audacity,0,5,NN
remiss,0,5,NN
pens,1,5,NNS
tastebuds,0,5,NNS
skip,0,5,NN
bedridden,0,5,NN
lenient,2,5,NN
persona,0,5,NN
shivers,0,5,NNS
habits,5,5,NNS
ventilators,0,5,NNS
lbs,3,5,NN
outta,2,5,NN
mandates,0,5,NNS
freestaff,0,5,NN
sweaty,0,5,NN
forceful,0,5,NN
vendor,0,5,NN
leap,2,5,NN
zinc,0,5,NN
clinician,1,5,NN
tags,0,5,NNS
beer,2,5,NN
cruelty,1,5,NN
canteens,0,5,NNS
avenue,0,5,NN
mellow,0,5,NN
highlight,1,5,NN
devils,0,5,NNS
parties,3,5,NNS
janitor,0,5,NN
addict,1,5,NN
portraits,0,5,NNS
sneak,4,5,NN
cascade,2,5,NN
diversion,2,5,NN
expert,1,5,NN
trace,1,5,NN
button,3,5,NN
motherinlaw,0,5,NN
allegations,1,5,NNS
linen,0,5,NN
struck,2,5,NN
components,0,5,NNS
providers,1,5,NNS
formality,0,5,NN
spectrum,0,5,NN
abilities,2,5,NNS
marys,0,5,NN
whistle,0,5,NN
slide,1,5,NN
strip,0,5,NN
despair,5,5,NN
dignity,0,5,NN
jose,2,5,NN
beef,0,5,NN
fauci,0,5,NN
rehab,1,5,NN
arise,1,5,NN
como,1,5,NN
payer,0,5,NN
latino,0,5,NN
worship,1,5,NN
neutropenia,0,5,NN
activists,2,5,NNS
cord,1,5,NN
bucks,0,5,NNS
model,0,5,NN
duress,0,5,NN
survivors,0,5,NNS
accomplishments,2,5,NNS
spare,0,5,NN
fires,4,5,NNS
reveal,1,5,NN
confidentiality,0,5,NN
charlie,0,5,NN
ashes,0,5,NNS
precedent,0,5,NN
campus,4,5,NN
helicopter,1,5,NN
processes,0,5,NNS
uncertainties,1,5,NNS
syrup,0,5,NN
ducks,0,5,NNS
babies,2,5,NNS
plumber,0,5,NN
stroke,1,5,NN
hfm,0,5,NN
conquer,0,5,NN
woah,0,5,NN
decline,1,5,NN
generations,1,5,NNS
pent,1,5,NN
tellink,0,5,NN
muscles,1,5,NNS
omicron,0,5,NN
amazon,0,5,NN
televisions,1,5,NNS
companion,0,5,NN
vary,4,5,NN
blunt,2,5,NN
colonoscopy,0,5,NN
trailers,1,5,NNS
wraps,3,5,NNS
hollywood,3,5,NN
fda,2,5,NN
indicate,1,5,NN
divorce,0,5,NN
mouths,0,5,NNS
settlement,0,5,NN
kites,0,5,NNS
k,1,5,NN
alter,1,5,NN
returns,0,5,NNS
fuckin,0,5,NN
fathers,3,5,NNS
wrongs,1,5,NNS
circus,0,5,NN
beforehand,1,5,NN
boosters,0,5,NNS
boredom,0,5,NN
mechanisms,3,5,NNS
fifty,1,5,NN
pertinent,1,5,NN
insult,0,5,NN
conference,1,5,NN
represent,1,5,NN
win,4,5,NN
consistency,0,5,NN
warehouses,0,5,NNS
forces,1,5,NNS
robberies,3,5,NNS
flag,2,5,NN
deeds,1,5,NNS
neighborhood,3,5,NN
impacts,0,5,NNS
helper,3,5,NN
fish,0,5,NN
spikes,0,5,NNS
hence,1,5,NN
oil,0,5,NN
realizes,0,5,NNS
a3,0,5,NN
deuel,1,5,NN
studio,1,5,NN
towers,0,5,NNS
prevail,2,5,NN
context,1,5,NN
jerry,2,5,NN
psychiatrists,1,5,NNS
batch,2,5,NN
reenter,0,5,NN
salutations,0,5,NNS
antibody,1,5,NN
certification,0,5,NN
spells,2,5,NNS
paragraph,3,5,NN
eighth,3,5,NN
displayed,1,5,NN
flaws,1,5,NNS
razor,0,5,NN
idiots,0,5,NNS
clearer,0,5,NN
devices,1,5,NNS
equilibrium,0,5,NN
distribution,2,5,NN
highway,0,5,NN
frequent,5,5,NN
bside,0,5,NN
segments,0,5,NNS
input,0,5,NN
managers,0,5,NNS
cable,2,5,NN
net,1,5,NN
reuse,0,5,NN
hopelessness,3,5,NN
chats,1,5,NNS
buses,0,5,NNS
criminality,0,5,NN
goings,0,5,NNS
fields,3,5,NNS
allison,0,5,NN
threestriker,0,5,NN
properties,0,5,NNS
firsttime,0,5,NN
ivs,0,5,NN
globaltel,0,5,NN
park,7,5,NN
magazine,2,5,NN
abreast,0,5,NN
insanity,0,5,NN
engage,1,5,NN
slam,1,5,NN
safeguards,0,5,NNS
textiles,2,5,NNS
achievement,0,5,NN
crises,0,5,NNS
menu,0,5,NN
bridge,3,5,NN
eager,1,5,NN
cyard,0,5,NN
refer,1,5,NN
una,1,5,NN
divine,4,5,NN
addictions,0,5,NNS
annoyed,0,5,NNS
convince,2,5,NN
fond,1,5,NN
grocery,0,5,NN
ponder,4,5,NN
install,0,5,NN
ppp,1,5,NN
forest,0,5,NN
worthless,0,5,NN
barrier,2,5,NN
medicines,1,5,NNS
blah,0,5,NN
counselors,3,5,NNS
score,0,5,NN
silent,3,5,NN
corporation,0,5,NN
principles,6,5,NNS
placerville,0,5,NN
container,0,5,NN
ione,1,5,NN
prosecution,0,5,NN
passage,1,5,NN
grave,1,5,NN
matrix,0,5,NN
bizarre,0,5,NN
expand,0,5,NN
digress,0,5,NN
le,2,5,NN
servings,1,5,NNS
brace,1,5,NN
faulty,0,5,NN
permission,4,5,NN
tasks,1,5,NNS
hepatitis,1,5,NN
demons,0,5,NNS
esta,1,5,NN
badge,2,5,NN
graffiti,1,5,NN
collector,0,5,NN
respects,2,5,NNS
fbi,0,5,NN
naps,0,5,NNS
void,1,5,NN
whitney,0,5,NN
gracias,3,5,NN
soy,0,5,NN
equality,0,5,NN
abc,0,5,NN
console,0,5,NN
tone,3,5,NN
tons,1,5,NNS
disruption,1,5,NN
haywire,0,5,NN
mails,0,5,NNS
transparency,0,5,NN
onetime,0,5,NN
beauty,2,5,NN
layer,0,5,NN
cake,3,5,NN
commands,1,5,NNS
wine,2,5,NN
pacemaker,1,5,NN
cfacility,0,5,NN
chapters,0,5,NNS
kathleen,0,5,NN
component,0,5,NN
delve,2,5,NN
congestion,0,5,NN
pride,2,5,NN
ol,0,5,NN
token,1,5,NN
essence,1,5,NN
admits,0,5,NNS
oftentimes,2,5,NNS
was/is,0,5,NN
wealth,4,5,NN
hardships,1,5,NNS
disconnect,0,5,NN
scc,0,5,NN
termer,0,5,NN
muy,1,5,NN
anybodys,2,5,NN
raw,1,5,NN
rude,2,5,NN
pat,0,5,NN
sofia,0,5,NN
catch22,1,5,NN
k9s,1,5,NN
calif,0,5,NN
wheels,0,5,NNS
envision,0,5,NN
availability,1,5,NN
psychiatry,0,5,NN
drawer,1,5,NN
powder,0,5,NN
crooks,0,5,NNS
evaluate,0,5,NN
shitty,0,5,NN
microsoft,2,5,NN
caps,0,5,NNS
sea,1,5,NN
africa,1,5,NN
brim,0,5,NN
okd,0,5,NN
bent,0,5,NN
truths,0,5,NNS
stitches,2,5,NNS
cot,0,5,NN
publics,0,5,NNS
ha,3,5,NN
incell,3,5,NN
highlights,0,5,NNS
storage,0,5,NN
newfound,0,5,NN
drives,1,5,NNS
trades,0,5,NNS
entrance,1,5,NN
hm,0,5,NN
fiction,0,5,NN
throws,0,5,NNS
sample,2,5,NN
stalls,0,5,NNS
robert,0,5,NN
asians,0,5,NNS
relative,3,5,NN
bacterial,0,5,NN
das,1,5,NNS
richard,0,5,NN
kicks,1,5,NNS
cga,2,5,NN
bueno,3,5,NN
destructive,0,5,NN
recommendation,2,5,NN
wellness,0,5,NN
promises,0,5,NNS
stricter,0,5,NN
discovery,3,5,NN
investigators,0,5,NNS
football,1,5,NN
themself,3,5,NN
taped,0,5,NNS
masses,1,5,NNS
apnea,0,5,NN
comparison,3,5,NN
magazines,1,5,NNS
timeframe,1,5,NN
confine,0,5,NN
voiced,0,5,NNS
z,0,5,NN
anticipation,0,5,NN
eso,2,5,NN
influenza,0,5,NN
mitigate,2,5,NN
childhood,4,5,NN
sponge,3,5,NN
roads,0,5,NNS
plight,0,5,NN
sleeve,0,5,NN
occupant,0,5,NN
karma,1,5,NN
germany,0,5,NN
daytoday,1,5,NN
complacent,2,5,NN
pc,0,5,NN
incompetence,0,5,NN
slightest,1,5,NN
presents,0,5,NNS
tenemos,2,5,NN
negate,0,5,NN
pad,0,5,NN
apartment,2,5,NN
rot,1,5,NN
glory,5,5,NN
killings,1,5,NNS
angels,2,5,NNS
believer,2,5,NN
orifice,0,5,NN
scores,2,5,NNS
proponents,0,5,NNS
interviewed,0,5,NN
battles,1,5,NNS
exam,0,5,NN
sport,2,5,NN
doubts,1,5,NNS
approx,0,5,NN
prepandemic,0,5,NN
incorrect,0,5,NN
migraine,0,5,NN
nowadays,0,5,NNS
tag,0,5,NN
bp,0,5,NN
inflict,0,5,NN
seeds,1,5,NNS
helplessness,1,5,NN
cubicle,0,5,NN
leak,0,5,NN
recorder,0,5,NN
cheer,0,5,NN
advertise,0,5,NN
pure,0,5,NN
sacrifice,7,5,NN
teenager,1,5,NN
glance,1,5,NN
nonprofit,1,5,NN
endeavor,3,5,NN
vindictive,1,5,NN
alls,3,5,NNS
repressive,0,5,NN
belt,2,5,NN
blasting,1,5,NN
star,0,5,NN
razors,0,5,NNS
lip,1,5,NN
hook,2,5,NN
demonstrate,1,5,NN
daytime,0,5,NN
websites,0,5,NNS
fiance,1,5,NN
brick,0,5,NN
sticks,0,5,NNS
inspection,2,5,NN
absurd,1,5,NN
boots,0,5,NNS
slaves,2,5,NNS
terrorist,0,5,NN
networks,1,5,NNS
episode,0,5,NN
bam,1,5,NN
porque,2,5,NN
toe,0,5,NN
dormant,0,5,NN
trap,2,5,NN
wifes,2,5,NN
dedication,1,5,NN
representatives,1,5,NNS
oneself,5,5,NN
selfs,0,5,NN
reassure,0,5,NN
confiscated,0,5,VBN
assumed,0,5,VBN
sterilize,0,5,VB
compounded,2,5,VBN
owed,0,5,VBN
terminated,1,5,VBN
reflects,0,5,VBZ
ached,0,5,VBN
smothering,0,5,VBG
venting,1,5,VBG
protesting,2,5,VBG
speeding,0,5,VBG
biased,0,5,VBN
raided,0,5,VBN
sustained,1,5,VBN
combining,0,5,VBG
performing,1,5,VBG
downplaying,2,5,VBG
regulating,0,5,VBG
emailing,0,5,VBG
resentencing,1,5,VBG
classifying,0,5,VBG
declared,0,5,VBN
conferencing,0,5,VBG
distributing,0,5,VBG
grieving,2,5,VBG
behaved,1,5,VBN
solving,0,5,VBG
welded,0,5,VBD
rescheduled,0,5,VBN
advancing,0,5,VBG
stretched,2,5,VBN
mattered,0,5,VBN
owned,0,5,VBN
relying,0,5,VBG
doomed,1,5,VBN
desired,4,5,VBN
depended,1,5,VBN
mounting,0,5,VBG
appealed,0,5,VBD
integrating,0,5,VBG
associating,0,5,VBG
reasoning,0,5,VBG
tossed,0,5,VBN
conducted,1,5,VBN
prohibited,0,5,VBN
majoring,0,5,VBG
starved,0,5,VBN
wishing,3,5,VBG
godfearing,0,5,VBG
viewing,2,5,VBG
quoted,0,5,VBN
promoting,0,5,VBG
proved,0,5,VBN
projected,0,5,VBN
hugging,2,5,VBG
volunteering,0,5,VBG
secured,3,5,VBN
switching,0,5,VBG
abolished,1,5,VBN
displaying,0,5,VBG
perfected,0,5,VBN
voicing,0,5,VBG
flooding,0,5,VBG
burned,1,5,VBN
rotten,0,5,VB
hugged,0,5,VBN
ruled,1,5,VBN
transpired,0,5,VBN
geared,0,5,VBN
sing,5,5,VBG
aged,0,5,VBN
integrated,0,5,VBN
relieved,4,5,VBN
represents,0,5,VBZ
winning,0,5,VBG
aching,0,5,VBG
undergoing,0,5,VBG
pretending,0,5,VBG
ywing,1,5,VBG
accumulated,0,5,VBN
employed,0,5,VBN
heartwarming,2,5,VBG
obtained,2,5,VBN
generated,1,5,VBN
diminished,2,5,VBN
flawed,0,5,VBN
treasured,0,5,VBN
napping,1,5,VBG
formed,2,5,VBN
distracted,0,5,VBN
relocating,0,5,VBG
crocheting,0,5,VBG
errored,0,5,VBN
poking,0,5,VBG
anticipated,0,5,VBN
accessed,0,5,VBN
tracking,0,5,VBG
examined,0,5,VBN
restored,0,5,VBN
minimizing,0,5,VBG
inspiring,2,5,VBG
warehousing,0,5,VBG
reviewed,1,5,VBN
typing,1,5,VBG
disrupted,1,5,VBN
crosscontaminating,0,5,VBG
assisting,4,5,VBG
institutionalized,0,5,VBN
premised,0,5,VBN
remembering,3,5,VBG
quadruple,0,4,NN
shelterinplace,0,4,NN
drawbacks,0,4,NNS
whoa,0,4,NN
hazards,0,4,NNS
pour,0,4,NN
degreaser,0,4,NN
introspection,1,4,NN
openair,0,4,NN
increases,0,4,NNS
experimental,0,4,NN
maneuver,0,4,NN
portrayed,0,4,NN
solanos,0,4,NNS
counterintuitive,0,4,NN
outofcell,0,4,NN
literature,2,4,NN
suppress,0,4,NN
buddies,1,4,NNS
mhmm,0,4,NN
backing,0,4,NN
listens,0,4,NNS
hrs,0,4,NN
challenged,0,4,NN
draws,3,4,NNS
coleman,0,4,NN
ctq,0,4,NN
sync,0,4,NN
pump,1,4,NN
intervention,2,4,NN
memories,6,4,NNS
shorts,1,4,NNS
fungus,1,4,NN
consume,0,4,NN
mirrors,0,4,NNS
discover,2,4,NN
sqsp,1,4,NN
shares,0,4,NNS
goodie,0,4,NN
chiefs,0,4,NNS
horrifies,0,4,NNS
paramedics,0,4,NNS
outspoken,0,4,NNS
grows,0,4,NNS
colors,1,4,NNS
handson,1,4,NN
friendship,6,4,NN
subutex,0,4,NN
deceive,0,4,NN
delivery,0,4,NN
wayside,0,4,NN
lockdown/quarantine,0,4,NN
demeanors,0,4,NNS
ccr,0,4,NN
otc,1,4,NN
momentum,1,4,NN
belong,3,4,NN
tetrazzini,0,4,NN
reestablish,0,4,NN
parte,0,4,NN
sarscov2,0,4,NN
modifications,1,4,NNS
perspectives,0,4,NNS
surround,1,4,NN
detection,0,4,NN
desperation,2,4,NN
descent,4,4,NN
jurors,2,4,NNS
laptop,0,4,NN
bands,0,4,NNS
nada,3,4,NN
bingo,0,4,NN
boxed,0,4,NN
cheetos,1,4,NN
anteaters,0,4,NNS
century,2,4,NN
typed,0,4,NNS
uk,0,4,NN
highs,1,4,NNS
billions,0,4,NNS
mateo,0,4,NN
generators,0,4,NNS
comprehend,1,4,NN
relax,3,4,NN
layed,0,4,NN
altercation,0,4,NN
fragile,2,4,NN
generals,0,4,NNS
menus,0,4,NN
retentions,0,4,NNS
hanford,0,4,NN
posterior,0,4,NN
powerlessness,0,4,NN
coverup,0,4,NN
bunkies,0,4,NNS
angle,3,4,NN
advances,0,4,NNS
earrings,0,4,NNS
anomaly,0,4,NN
ducts,0,4,NNS
nico,1,4,NN
quirks,0,4,NNS
chooses,0,4,NNS
responders,0,4,NNS
misdeeds,0,4,NNS
kingdom,1,4,NN
cramped,0,4,NN
density,0,4,NN
beside,3,4,NN
stave,0,4,NN
controversy,0,4,NN
improvements,0,4,NNS
contradiction,0,4,NN
difcil,0,4,NN
clueless,0,4,NN
lysol,0,4,NN
tie,1,4,NN
market,1,4,NN
agony,0,4,NN
mindframe,0,4,NN
indepth,0,4,NN
allergies,0,4,NNS
withdrawal,0,4,NN
diminish,0,4,NN
sgt,0,4,NN
journalist,0,4,NN
elephant,0,4,NN
motrin,2,4,NN
clears,0,4,NNS
selfmutilations,0,4,NNS
innocence,3,4,NN
david,1,4,NN
wrists,0,4,NNS
complication,0,4,NN
hyper,0,4,NN
reoffend,0,4,NN
inherit,0,4,NN
stare,2,4,NN
motives,1,4,NNS
risen,1,4,NN
baffling,0,4,NN
te,2,4,NN
sunk,0,4,NN
labs,0,4,NNS
bakersfield,4,4,NN
servant,0,4,NN
experiments,0,4,NNS
heroic,2,4,NN
indirect,1,4,NN
lndustry,0,4,NN
selfmutilation,0,4,NN
bob,1,4,NN
lyrics,1,4,NNS
timers,0,4,NNS
notion,1,4,NN
yrs,0,4,NN
representation,1,4,NN
ham,0,4,NN
withholding,0,4,NN
titles,0,4,NNS
ladies,4,4,NNS
twothirds,1,4,NNS
plots,0,4,NNS
pilaf,0,4,NN
dysfunctional,2,4,NN
ransack,0,4,NN
behaving,0,4,NN
honors,0,4,NNS
instruments,1,4,NNS
biweekly,0,4,NN
qu,0,4,NN
edit,0,4,NN
limbo,0,4,NN
outright,0,4,NN
profession,2,4,NN
bust,0,4,NN
countys,0,4,NN
shootings,0,4,NNS
pues,0,4,NNS
paths,0,4,NNS
stigma,0,4,NN
offset,0,4,NN
sweater,0,4,NN
spleen,1,4,NN
preserve,2,4,NN
esto,0,4,NN
plugs,0,4,NNS
nightmares,2,4,NNS
slack,0,4,NN
occupants,1,4,NNS
contingency,0,4,NN
twostep,0,4,NN
havin,0,4,NN
contaigonville,0,4,NN
solamente,1,4,NN
fist,3,4,NN
burglary,0,4,NN
alarms,0,4,NNS
jeopardizes,0,4,NNS
verse,1,4,NN
irritation,0,4,NN
catchy,0,4,NN
prime,1,4,NN
poke,1,4,NN
dissuade,0,4,NN
windex,0,4,NN
burpees,0,4,NNS
authors,0,4,NNS
indication,0,4,NN
arraignment,0,4,NN
filter,0,4,NN
withdraw,0,4,NN
creamer,0,4,NN
endless,0,4,NN
resist,0,4,NN
ripped,1,4,NN
shasta,0,4,NN
schedules,4,4,NNS
misinformation,0,4,NN
fruitful,0,4,NN
lap,0,4,NN
ppes,0,4,NNS
click,0,4,NN
osha,0,4,NN
migrant,0,4,NN
respective,3,4,NN
directors,0,4,NNS
protesters,0,4,NNS
thorough,0,4,NN
warmer,0,4,NN
comin,1,4,NN
ankles,0,4,NNS
presley,0,4,NN
clutter,0,4,NN
regulation,0,4,NN
alrighty,0,4,NN
plethora,0,4,NNS
downfall,0,4,NN
washes,0,4,NNS
funniest,0,4,NN
detector,0,4,NN
loner,0,4,NN
civilians,0,4,NNS
swift,0,4,NN
astronauts,0,4,NNS
threeyear,0,4,NN
remdesivir,0,4,NN
mops,0,4,NNS
provisions,0,4,NNS
controls,0,4,NNS
peculiar,1,4,NN
keg,0,4,NN
cream,1,4,NN
choked,0,4,NNS
perceive,1,4,NN
mud,1,4,NN
cbss,0,4,NN
essays,3,4,NNS
relapse,1,4,NN
scrubbed,0,4,NN
containment,1,4,NN
proctors,0,4,NNS
circles,1,4,NNS
programmed,0,4,NN
rollercoaster,2,4,NN
faculty,1,4,NN
twitter,0,4,NN
regimen,1,4,NNS
survives,0,4,NNS
clearing,1,4,NN
clinicians,0,4,NNS
leukopenia,0,4,NN
cuffs,0,4,NNS
trustworthy,2,4,NN
restorative,0,4,NN
shits,0,4,NNS
scripts,0,4,NNS
teacher,3,4,NN
driven,3,4,NN
misses,0,4,NNS
outings,0,4,NNS
railings,0,4,NNS
inhale,0,4,NN
junky,0,4,NN
scope,0,4,NN
shadows,0,4,NNS
un,2,4,NN
injustices,1,4,NNS
dues,0,4,NNS
edition,0,4,NN
someway,0,4,NN
trips,1,4,NNS
screw,0,4,NN
elements,2,4,NNS
fool,0,4,NN
cartoons,0,4,NNS
reminder,2,4,NN
prevalent,0,4,NN
hates,1,4,NNS
compassionate,1,4,NN
decree,1,4,NN
satf/state,0,4,NN
persistence,0,4,NN
revenue,0,4,NN
constitutes,0,4,NNS
shorten,0,4,NN
leaders,0,4,NNS
definite,2,4,NN
discontinuation,0,4,NN
u,0,4,NN
rob,0,4,NN
souls,1,4,NNS
exchanges,0,4,NNS
scandal,0,4,NN
visualize,0,4,NN
carcinogenic,0,4,NN
worrisome,1,4,NN
jobless,0,4,NN
inhuman,1,4,NN
vez,0,4,NN
sicknesses,1,4,NNS
napkins,0,4,NNS
complains,0,4,NNS
characters,0,4,NNS
pals,0,4,NNS
delusions,0,4,NNS
spouse,1,4,NN
freak,4,4,NN
speakers,0,4,NNS
hoot,0,4,NN
restraints,0,4,NNS
join,6,4,NN
admire,4,4,NN
feedings,0,4,NNS
edd,0,4,NN
hungwee,0,4,NN
hydration,0,4,NN
derive,0,4,NN
cluster,0,4,NN
bravo,0,4,NN
lobby,1,4,NN
spirituality,5,4,NN
dispute,0,4,NN
occupancy,0,4,NN
donation,0,4,NN
grip,0,4,NN
digression,0,4,NN
breeze,0,4,NN
discriminate,0,4,NN
clerks,0,4,NNS
measurements,0,4,NNS
burner,0,4,NN
habit,0,4,NN
clown,1,4,NN
swallow,0,4,NN
eh,0,4,NN
pocket,1,4,NN
veins,0,4,NNS
utmost,6,4,NN
divide,1,4,NN
insects,0,4,NNS
covidlike,0,4,NN
sobre,0,4,NN
idk,0,4,NN
receivership,0,4,NN
heater,0,4,NN
consensus,0,4,NN
singlecell,1,4,NN
handlers,0,4,NNS
breakdown,2,4,NN
crave,0,4,NN
certificate,2,4,NN
batches,0,4,NNS
nations,2,4,NNS
congregate,0,4,NN
cooperate,1,4,NN
brochure,1,4,NN
rationale,0,4,NN
dime,0,4,NN
tho,2,4,NN
reservation,0,4,NN
spends,0,4,NNS
stream,0,4,NN
intermingle,0,4,NN
alien,2,4,NN
deficit,1,4,NN
femas,0,4,NN
timing,1,4,NN
oranges,0,4,NNS
exaggeration,0,4,NN
cvsp,0,4,NN
fourman,0,4,NN
israel,0,4,NN
upfront,0,4,NN
rebuild,3,4,NN
mirror,1,4,NN
legit,1,4,NN
contradictory,0,4,NN
muslims,0,4,NNS
bop,0,4,NN
woken,0,4,NN
initials,0,4,NNS
corridor,0,4,NN
mins,0,4,NNS
protestors,1,4,NNS
declarations,0,4,NNS
gay,0,4,NN
tickets,1,4,NNS
macaroni,0,4,NN
walmart,0,4,NN
minorities,1,4,NNS
tiresome,0,4,NN
algo,1,4,NN
realist,1,4,NN
highprofile,0,4,NN
droplets,0,4,NNS
todd,0,4,NN
involves,0,4,NNS
pursuit,2,4,NN
lozenges,0,4,NNS
segment,1,4,NN
hostage,1,4,NN
feathers,0,4,NNS
capped,0,4,NNS
ants,0,4,NNS
mines,2,4,NNS
combativeness,1,4,NN
investigations,0,4,NNS
instagram,0,4,NN
dorado,0,4,NN
spotlights,0,4,NNS
warnings,3,4,NNS
designs,0,4,NNS
dumped,0,4,NNS
voters,0,4,NNS
wrongful,1,4,NN
nuts,0,4,NNS
entertain,1,4,NN
pews,0,4,NNS
respirator,0,4,NN
disrespect,1,4,NN
verification,0,4,NN
lint,0,4,NN
heroes,2,4,NNS
thrive,4,4,NN
tumor,0,4,NN
unsure,1,4,NN
impotent,0,4,NN
savvy,0,4,NN
jack,0,4,NN
sword,0,4,NN
mobile,0,4,NN
vs,0,4,NN
protein,0,4,NN
avail,0,4,NN
venom,1,4,NN
foundation,7,4,NN
bearings,0,4,NNS
carolina,0,4,NN
recollect,0,4,NN
giggle,0,4,NN
yearandahalf,0,4,NN
transmit,0,4,NN
switches,0,4,NNS
correlation,0,4,NN
aftermath,0,4,NN
frightful,0,4,NN
shorter,1,4,NN
oppress,0,4,NN
unity,4,4,NN
electronics,0,4,NNS
calico,0,4,NN
insufficient,0,4,NN
prompt,0,4,NN
salt,1,4,NN
dare,0,4,NN
accusation,0,4,NN
nonchalance,0,4,NN
theirself,0,4,NN
cuss,0,4,NN
harbor,1,4,NN
walkthrough,0,4,NN
commissioner,2,4,NN
igi,0,4,NN
activism,0,4,NN
specialty,0,4,NN
senses,3,4,NNS
whims,0,4,NNS
legacy,0,4,NN
prove/disprove,0,4,NN
correspondents,0,4,NNS
scoff,0,4,NN
afacility,0,4,NN
thier,0,4,NN
intercom,2,4,NN
tidal,1,4,NN
kobe,0,4,NN
yknow,0,4,NN
headlines,0,4,NNS
tea,1,4,NN
cohort,0,4,NN
secrete,0,4,NN
dismissive,0,4,NN
courtesy,1,4,NN
w/out,0,4,NN
carelessness,0,4,NN
ring,1,4,NN
covidtests,0,4,NNS
lassen,1,4,NN
mantra,0,4,NN
stems,0,4,NNS
existent,0,4,NN
awkward,1,4,NN
mama,0,4,NN
youtube,0,4,NN
undergo,0,4,NN
palm,0,4,NN
stereotype,0,4,NN
repeats,0,4,NNS
bout,1,4,NN
networking,3,4,NN
trumped,0,4,NNS
cd,0,4,NN
urine,0,4,NN
leaks,0,4,NNS
celebrities,3,4,NNS
docks,0,4,NNS
flash,0,4,NN
gums,0,4,NNS
buzz,1,4,NN
gangster,3,4,NN
frequency,0,4,NN
radios,0,4,NNS
classmates,2,4,NNS
thermometer,0,4,NN
injunction,0,4,NN
shuts,0,4,NNS
thread,0,4,NN
parameters,0,4,NNS
pops,0,4,NNS
user,0,4,NN
subpar,0,4,NN
winds,1,4,NNS
obispo,0,4,NN
miracles,0,4,NNS
brooms,0,4,NNS
tournaments,0,4,NNS
busload,0,4,NN
carefree,0,4,NN
stalk,0,4,NN
prostitutes,3,4,NNS
issuance,0,4,NN
satf/spc,0,4,NN
democrat,0,4,NN
dominoes,0,4,NNS
aisle,1,4,NN
scar,0,4,NN
deed,1,4,NN
cubic,0,4,NN
hybrid,0,4,NN
deposit,0,4,NN
brutality,2,4,NN
qualities,3,4,NNS
supports,0,4,NNS
exhaustion,1,4,NN
wellknown,1,4,NN
civilization,2,4,NN
shops,1,4,NNS
etc…,0,4,NN
legislation,0,4,NN
digital,0,4,NN
youngster,1,4,NN
drift,0,4,NN
classifications,2,4,NNS
dummies,0,4,NNS
functions,0,4,NNS
somethin,0,4,NN
