Filename,Sentiment,Polarity,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Compound Sentiment
Soledad_20201030_07_22_PrisonConditions_Programs,NEGATIVE,0.0035865902900695,0.054,0.91,0.036,-0.8831
Soledad_20201124_061_FULL,NEGATIVE,0.0001965165138243,0.079,0.847,0.074,-0.296
Soledad_20201130_90_full,NEGATIVE,0.000188648700714,0.074,0.856,0.07,0.3818
Soledad_20201130_90_Prisonconditions,NEGATIVE,1.2993812561035156e-05,0.083,0.856,0.061,-0.4767
Soledad_20201130_90_Stress,NEGATIVE,3.802776336681024e-05,0.084,0.874,0.042,-0.2642
Soledad_20201215_170_full,NEGATIVE,0.0133527517318725,0.085,0.705,0.21,0.9966
Soledad_20201215_171_FULL_Infection_Programs_Stress,NEGATIVE,3.361701965320929e-05,0.096,0.784,0.12,0.9286
Soledad_20201218_185_FULL,NEGATIVE,0.0386238098144532,0.13,0.674,0.196,0.8453
Soledad_20201221_192_Family_PrisonCondition,NEGATIVE,0.1558273434638977,0.098,0.754,0.148,0.9641
Soledad_20201221_192_Full,NEGATIVE,0.0064507126808167,0.092,0.731,0.178,0.988
Soledad_20201221_192_Stress_PrisonCondition,NEGATIVE,0.0003044605255128,0.088,0.751,0.16,0.9694
Soledad_20201223_211_PrisonConditionsPrograms,NEGATIVE,7.271766662597656e-06,0.085,0.799,0.116,0.8057
Soledad_20201224_214_Full_Infection,NEGATIVE,2.932548522960321e-05,0.086,0.837,0.077,-0.3755
Soledad_20201224_215_Full_PrisonConditionsInfection,NEGATIVE,0.0142318606376647,0.171,0.669,0.161,-0.7785
Soledad_20201224_219_FULL_PrisonConditionsInfectionFamily,NEGATIVE,7.152557373035773e-05,0.187,0.738,0.075,-0.9959
Soledad_20201226_198_FULL,NEGATIVE,0.0006330609321594,0.098,0.785,0.118,0.8852
Soledad_20201228_159_FULL_PrisonConditions,NEGATIVE,0.0083439350128173,0.036,0.87,0.094,0.9804
Soledad_20201228_172_Full,NEGATIVE,3.838539123535156e-05,0.094,0.787,0.119,0.9902
Soledad_20201228_172_Infection1,NEGATIVE,0.0001538991928099,0.094,0.835,0.072,-0.4201
Soledad_20201228_172_Infection2,NEGATIVE,0.0011993646621704,0.02,0.918,0.063,0.6665
Soledad_20201228_172_Prison Conditions1,NEGATIVE,5.006790161243835e-06,0.089,0.895,0.016,-0.8555
Soledad_20201228_172_Prison conditions2,NEGATIVE,2.014636993397101e-05,0.036,0.883,0.081,0.9528
Soledad_20201228_172_Programs1,NEGATIVE,5.483627319224915e-06,0.0,0.854,0.146,0.9583
Soledad_20201228_172_Programs2,NEGATIVE,2.300739288318976e-05,0.097,0.815,0.088,-0.7694
Soledad_20201228_172_Stress1,NEGATIVE,0.0053196549415588,0.081,0.792,0.127,0.6441
Soledad_20201228_172_Stress2,NEGATIVE,4.696846008300781e-05,0.182,0.735,0.083,-0.9393
Soledad_20201228_172_Stress3,NEGATIVE,0.0007114410400391,0.124,0.73,0.146,0.5458
Soledad_20201228_179_Family,NEGATIVE,0.0004462599754332,0.089,0.819,0.092,0.5407
Soledad_20201228_179_Full,NEGATIVE,0.0001750588417052,0.102,0.807,0.091,-0.9807
Soledad_20201228_179_Infection1,NEGATIVE,3.695487975963197e-06,0.106,0.844,0.051,-0.9828
Soledad_20201228_179_Infection2,NEGATIVE,0.0006865262985229,0.088,0.844,0.069,-0.2942
Soledad_20201228_179_Prison conditions2,NEGATIVE,2.777576446522101e-05,0.138,0.726,0.136,0.3781
Soledad_20201228_179_PrisonConditions1,NEGATIVE,0.0386584997177124,0.064,0.861,0.075,0.2212
Soledad_20201228_179_Stress,NEGATIVE,3.230571746837274e-05,0.051,0.903,0.046,-0.1796
Soledad_20201228_180_FULL,NEGATIVE,0.0009726285934448,0.104,0.83,0.067,-0.9975
Soledad_20201228_180_Prison_Conditions,NEGATIVE,4.386901855479852e-05,0.093,0.868,0.039,-0.9975
Soledad_20201228_181_FULL,POSITIVE,0.8502585291862488,0.079,0.798,0.124,0.9818
Soledad_20201228_181_Prison_Conditions_Infection,NEGATIVE,1.6450881958007812e-05,0.132,0.832,0.036,-0.9879
Soledad_20201228_181_Programs,NEGATIVE,5.245208740234375e-06,0.189,0.784,0.027,-0.957
Soledad_20201228_182_Family_Stress,NEGATIVE,0.0016535520553587,0.12,0.805,0.076,-0.9223
Soledad_20201228_182_FULL,NEGATIVE,0.1674833297729492,0.067,0.861,0.072,0.3534
Soledad_20201228_182_Infection_PrisonConditions,NEGATIVE,1.907348632801397e-05,0.069,0.882,0.048,-0.6904
Soledad_20201228_182_Programs_Stress,NEGATIVE,0.0001975893974304,0.101,0.826,0.073,-0.9559
Soledad_20201228_195_Full,NEGATIVE,0.0004156231880187,0.076,0.828,0.096,0.9451
Soledad_20201228_195_Programs_Infection_PrisonConditions,NEGATIVE,4.613399505615234e-05,0.08,0.863,0.057,-0.8631
Soledad_20201228_195_Stress_PrisonConditions,NEGATIVE,0.0006920099258423,0.084,0.81,0.106,0.7918
Soledad_20201228_196_Full,NEGATIVE,9.059906005970396e-06,0.066,0.829,0.105,0.984
Soledad_20201228_196_Infections_PrisonConditions_B,NEGATIVE,2.7418136595569464e-06,0.072,0.803,0.125,0.8115
Soledad_20201228_196_PrisonConditions_A,NEGATIVE,1.1682510375976562e-05,0.054,0.912,0.034,-0.8641
Soledad_20201228_199_Family,NEGATIVE,0.0134454965591431,0.2,0.737,0.063,-0.9834
Soledad_20201228_199_Full,NEGATIVE,0.0445101857185363,0.109,0.772,0.118,0.3295
Soledad_20201228_199_PrisonConditions,NEGATIVE,2.1696090698242188e-05,0.038,0.91,0.052,0.296
Soledad_20201228_199_Stress,POSITIVE,0.9975621700286864,0.085,0.712,0.203,0.954
Soledad_20201229_164_FULL,NEGATIVE,0.0013444423675536,0.135,0.77,0.095,-0.9926
Soledad_20201229_164_PrisonConditions1,NEGATIVE,0.0063237547874451,0.056,0.815,0.129,0.9454
Soledad_20201229_164_Programs_PrisonConditions_Infection,NEGATIVE,0.0002298951148987,0.149,0.787,0.064,-0.9885
Soledad_20201229_166_FULL,NEGATIVE,7.688999176036493e-05,0.141,0.769,0.09,-0.9981
Soledad_20201229_166_Infection,NEGATIVE,9.65595245360218e-05,0.144,0.763,0.093,-0.9981
Soledad_20201230_165_Full,NEGATIVE,3.3974647521972656e-05,0.167,0.723,0.11,-0.9956
Soledad_20201230_165_PrisonConditions,NEGATIVE,0.0034572482109069,0.083,0.759,0.158,0.9633
Soledad_20201230_165_PrisonConditions2,NEGATIVE,1.7642974853626647e-05,0.117,0.827,0.056,-0.9718
Soledad_20201230_165_Stress,NEGATIVE,1.7166137695201478e-05,0.151,0.779,0.07,-0.9231
Soledad_20201231_224_FULL,NEGATIVE,1.2278556823619446e-05,0.141,0.766,0.093,-0.9905
Soledad_20201231_224_PrisonConditions,NEGATIVE,1.776218414317743e-05,0.121,0.829,0.05,-0.9818
Soledad_20201231_224_PrisonConditionsStressInfections,NEGATIVE,8.463859557994446e-06,0.153,0.722,0.125,-0.8512
Soledad_20201231_289_FULL,NEGATIVE,0.0001119375228881,0.133,0.656,0.211,0.9945
Soledad_20201231_289_InfectionFamily,NEGATIVE,2.026557922363281e-05,0.167,0.658,0.175,0.6564
Soledad_20201231_290_FULL_Stress,NEGATIVE,0.0046710968017578,0.076,0.782,0.142,0.9005
Soledad_20201231_291_FULL_Stress_PrisonConditions,NEGATIVE,0.3999887108802795,0.151,0.659,0.189,0.9212
Soledad_20210105_159_full_prisonconditions,NEGATIVE,0.0244587659835816,0.18,0.75,0.069,-0.9318
Soledad_20210105_247_FULL,NEGATIVE,3.230571746837274e-05,0.105,0.792,0.103,0.4295
Soledad_20210105_247_Infection_Programs,NEGATIVE,0.0036804676055908,0.067,0.847,0.086,0.9205
Soledad_20210105_247_Stress,NEGATIVE,8.940696716419616e-06,0.093,0.817,0.089,0.2252
Soledad_20210105_255_FULL_Infection,NEGATIVE,0.0002886652946472,0.053,0.865,0.082,0.7096
Soledad_20210105_286_FULL_StressInfectionPrisonConditions,NEGATIVE,0.0006898641586303,0.053,0.802,0.145,0.9869
Soledad_20210107_221_FULL,POSITIVE,0.9337364435195924,0.07,0.792,0.138,0.9939
Soledad_20210107_221_PrisonConditions,NEGATIVE,0.0198315382003784,0.041,0.897,0.061,0.6712
Soledad_20210107_221_PrisonConditionsStressInfection,NEGATIVE,0.0324629545211792,0.091,0.763,0.146,0.9722
Soledad_20210107_292_FULL,NEGATIVE,0.0001533031463624,0.115,0.725,0.16,0.9819
Soledad_20210107_292_InfectionPrisonConditions,NEGATIVE,0.000116229057312,0.147,0.727,0.126,-0.8492
Soledad_20210108_223_FULL_PrisonConditions,NEGATIVE,0.0011273026466369,0.052,0.898,0.049,0.0683
Soledad_20210109_241_Family,NEGATIVE,0.1347144842147827,0.106,0.811,0.084,-0.4588
Soledad_20210109_241_FULL,POSITIVE,0.774918258190155,0.158,0.728,0.114,-0.9988
Soledad_20210109_241_Infection_Nov2020toNow,NEGATIVE,2.729892730723993e-05,0.166,0.758,0.076,-0.9757
Soledad_20210109_241_PrisonConditions1_MarchtoApril2020,NEGATIVE,0.0001096725463868,0.204,0.736,0.06,-0.9983
Soledad_20210109_241_PrisonConditions2_Nov2020toNow,NEGATIVE,0.143084168434143,0.07,0.851,0.079,0.8119
Soledad_20210109_241_PrisonConditions3_Programs_March2020toNow,NEGATIVE,4.291534423828125e-06,0.164,0.76,0.076,-0.9649
Soledad_20210112_275_FULL,NEGATIVE,0.0001839995384216,0.123,0.805,0.072,-0.9941
Soledad_20210112_275_PrisonConditionsProgramsInfection,NEGATIVE,1.1920928955189147e-05,0.137,0.83,0.033,-0.9911
Soledad_20210113_266_FULL_Stress_PrisonConditions,NEGATIVE,2.145767212025085e-06,0.062,0.84,0.099,0.9549
Soledad_20210119_323_Full_PrisonConditions_Family,NEGATIVE,0.0037986636161804,0.059,0.842,0.098,0.798
Soledad_20210120_325_Family,NEGATIVE,0.000182569026947,0.105,0.802,0.093,-0.5393
Soledad_20210120_325_FULL,NEGATIVE,0.0002794861793518,0.12,0.778,0.102,-0.9972
Soledad_20210120_325_InfectionPrisonConditions,NEGATIVE,5.960464477539063e-05,0.104,0.827,0.069,-0.9589
Soledad_20210120_325_PrisonConditionsStressFeatured,NEGATIVE,0.0001829266548155,0.137,0.773,0.09,-0.9845
Soledad_20210120_325_Stress,POSITIVE,0.9978869557380676,0.066,0.761,0.173,0.979
Soledad_20210203_379_Full,NEGATIVE,0.0028616189956663,0.026,0.848,0.126,0.9882
Soledad_20210208_08_30_Full,NEGATIVE,1.728534698475226e-05,0.089,0.856,0.055,-0.9938
Soledad_20210208_08_30_PrisonConditions,NEGATIVE,3.933906555175781e-06,0.055,0.856,0.089,0.9127
Soledad_20210208_08_30_Stress,NEGATIVE,2.47955322265625e-05,0.122,0.817,0.061,-0.9628
Soledad_20210208_08_30_Stress_Infection_PrisonConditions,NEGATIVE,6.9141387939453125e-06,0.127,0.843,0.029,-0.9788
Soledad_20210208_362_FULL,NEGATIVE,0.0459251403808593,0.089,0.791,0.12,0.9561
Soledad_20210208_362_Infection,NEGATIVE,7.402896881103516e-05,0.012,0.91,0.077,0.8885
Soledad_20210208_362_PrisonConditions,NEGATIVE,2.574920654296875e-05,0.073,0.796,0.131,0.905
Soledad_20210208_362_Stress,POSITIVE,0.5733368396759033,0.137,0.765,0.098,-0.882
Soledad_20210216_407_FULL_PrisonConditions,NEGATIVE,0.0056938529014588,0.105,0.833,0.063,-0.9284
Soledad_20210218_448_Family,NEGATIVE,0.0006242394447327,0.094,0.823,0.082,-0.9346
Soledad_20210218_448_FULL (1),NEGATIVE,0.0012220740318298,0.128,0.785,0.086,-0.9997
Soledad_20210218_448_FULL,NEGATIVE,0.0028285384178161,0.117,0.783,0.101,-0.9988
Soledad_20210218_448_Infection,NEGATIVE,8.237361907958984e-05,0.082,0.845,0.073,-0.7085
Soledad_20210218_448_Infection_Infected_COVID_Separation,NEGATIVE,0.0004319548606871,0.089,0.82,0.091,0.3419
Soledad_20210218_448_Own_Exp_With_COVID,NEGATIVE,5.00679016112171e-05,0.088,0.873,0.039,-0.9288
Soledad_20210218_448_PrisonConditions,NEGATIVE,0.0023636817932127,0.128,0.838,0.033,-0.995
Soledad_20210218_448_PrisonConditions2,NEGATIVE,4.887580871582031e-06,0.13,0.795,0.075,-0.9903
Soledad_20210218_448_PrisonConditions3Stress,NEGATIVE,7.00950622559704e-05,0.156,0.762,0.082,-0.9985
Soledad_20210218_448_Prison_Conditions_Exposing_Prison,NEGATIVE,0.0417825579643249,0.183,0.681,0.137,-0.8857
Soledad_20210218_448_Prison_Conditions_Sanitation_Food_Overcrowding,NEGATIVE,1.5497207641601562e-05,0.145,0.762,0.093,-0.9866
Soledad_20210218_448_Prison_Conditions_Sanitation_Staff,NEGATIVE,1.4305114745982728e-05,0.11,0.846,0.044,-0.9811
Soledad_20210218_448_Prison_Conditions_Staff,NEGATIVE,0.0004775524139404,0.198,0.706,0.096,-0.9938
Soledad_20210218_448_Prison_Conditions_Stress,NEGATIVE,0.0178202390670776,0.133,0.828,0.039,-0.9753
Soledad_20210218_448_Prison_Conditions_Suggestion_to_Improve_Prison,NEGATIVE,0.0011793971061707,0.121,0.814,0.064,-0.9886
Soledad_20210218_448_Program_Budget_Support,NEGATIVE,0.0006058216094971,0.052,0.869,0.079,0.8925
Soledad_20210218_448_Stress_Call_To_Family,NEGATIVE,0.0001683235168455,0.091,0.808,0.102,-0.0516
Soledad_20210218_448_Stress_Contacting_Family,NEGATIVE,0.038121461868286,0.126,0.852,0.022,-0.9898
Soledad_20210325_647_FULL_PrisonConditionsInfection,NEGATIVE,0.0594191551208496,0.164,0.691,0.146,-0.785
Soledad_20210329_589_FULL_Infection,NEGATIVE,0.0120779871940611,0.088,0.797,0.116,0.8674
Soledad_20210329_590_FULL_PrisonConditionsInfection,NEGATIVE,0.0001370906829833,0.093,0.849,0.058,-0.7496
Soledad_20210406_974_FULL_PrisonConditions,NEGATIVE,0.0006777048110961,0.087,0.807,0.107,0.7469
Soledad_20210408_984_FULL,POSITIVE,0.6248083114624023,0.073,0.745,0.182,0.9619
Soledad_20210416_923_FULL_Stress,POSITIVE,0.5048691034317017,0.073,0.645,0.282,0.994
Soledad_20220124_47305_FULL,NEGATIVE,0.0003787279129028,0.066,0.801,0.133,0.9993
Soledad_20220124_47305_PrisonConditions_Programs_Infection,NEGATIVE,0.0003787279129028,0.066,0.822,0.111,0.9691
Soledad_20220124_47305_Programs2_Family,NEGATIVE,0.0002778172492979,0.042,0.853,0.105,0.989
Soledad_20220124_47305_Programs3_PrisonConditions2,NEGATIVE,0.0001013278961181,0.088,0.743,0.168,0.9869
Soledad_20220124_47305_Programs4_PrisonConditions3,NEGATIVE,0.0011532306671143,0.095,0.883,0.023,-0.9745
Sonoma_Main_20201127_073_Full,NEGATIVE,7.081031799316406e-05,0.061,0.88,0.059,-0.6207
Sonoma_Main_20201127_073_PrisonConditions_Infection,NEGATIVE,1.1324882507213196e-05,0.058,0.876,0.066,0.3728
Sonoma_Main_20201127_073_PrisonConditions_Stress,NEGATIVE,1.609325408935547e-05,0.06,0.909,0.031,-0.9224
Stockton_20210304_513_Full,NEGATIVE,0.0326294302940367,0.089,0.743,0.168,0.9972
Stockton_20210304_513_Stress_A_Family_A,NEGATIVE,0.1731044054031372,0.209,0.657,0.134,-0.947
Stockton_20210304_513_Stress_B_Family_B,POSITIVE,0.8687435984611511,0.044,0.728,0.228,0.9973
Stockton_20210317_562_FULL,NEGATIVE,3.1948089599609375e-05,0.121,0.823,0.056,-0.9869
Stockton_20210317_562_PrisonConditions,NEGATIVE,1.3351440429576478e-05,0.14,0.808,0.051,-0.9879
Stockton_20210318_569_Full_PrisonConditions,NEGATIVE,0.0057837963104248,0.134,0.751,0.115,-0.9061
Stockton_20210318_569_PrisonConditions,NEGATIVE,0.0025296211242675,0.133,0.753,0.115,-0.9061
Stockton_20210318_570_Full_PrisonConditions,POSITIVE,0.8397880792617798,0.121,0.725,0.154,0.6377
Stockton_20210318_571_Full_Infection,NEGATIVE,2.825260162364618e-05,0.117,0.849,0.034,-0.9908
Stockton_20210329_597_FULL_Family,NEGATIVE,0.0875466465950012,0.085,0.816,0.099,0.5927
Stockton_20210406_970_FULL,NEGATIVE,9.143352508544922e-05,0.08,0.856,0.065,-0.7037
Stockton_20210406_970_PrisonConditionsInfection,NEGATIVE,2.658367156982422e-05,0.036,0.935,0.029,-0.3071
Stockton_20210414_946_FULL,NEGATIVE,0.007778823375702,0.141,0.784,0.075,-0.9893
Stockton_20210414_946_Infection_Programs,NEGATIVE,3.933906555175781e-06,0.169,0.77,0.061,-0.9492
Stockton_20210422_905_FULL,POSITIVE,0.6425235867500305,0.107,0.779,0.114,-0.9204
Stockton_20210422_905_PrisonConditionsInfection,NEGATIVE,0.0002366900444031,0.124,0.732,0.144,0.5384
Stockton_20210422_905_PrisonConditionsStress,NEGATIVE,3.743171691894531e-05,0.131,0.799,0.07,-0.9717
Stockton_20210423_795_FULL,NEGATIVE,1.4305114745982728e-05,0.089,0.789,0.122,0.9912
Stockton_20210423_795_Infection_PrisonConditions,NEGATIVE,0.0002625584602355,0.066,0.817,0.117,0.9215
Stockton_20210423_795_Stress_PrisonConditions1,NEGATIVE,5.376338958740234e-05,0.057,0.85,0.093,0.9253
Stockton_20210423_795_Stress_PrisonConditions2,NEGATIVE,2.396106719959601e-05,0.119,0.807,0.074,-0.8337
Stockton_20210429_995_FULL,POSITIVE,0.9989416003227234,0.03,0.758,0.212,0.999
Stockton_20210429_995_PrisonConditionsInfection,POSITIVE,0.998449444770813,0.039,0.809,0.152,0.9803
Stockton_20210922_26483_FULL,NEGATIVE,2.264976501464844e-05,0.063,0.811,0.126,0.9989
Stockton_20210922_26483_Infection1,NEGATIVE,8.344650268554688e-06,0.078,0.773,0.149,0.9623
Stockton_20210922_26483_Infection2_Family,NEGATIVE,0.0001449584960937,0.098,0.811,0.09,-0.7333
Susanvillet_20210427_783_FULL_PrisonconditionsStress,NEGATIVE,0.1316494345664978,0.12,0.753,0.127,-0.3077
Susanville_20210317_560_Full_Family_Infection_PrisonConditions,NEGATIVE,0.1574823260307312,0.109,0.758,0.133,0.8991
Susanville_20210419_719_FULL,NEGATIVE,9.894371032825866e-06,0.09,0.754,0.155,0.995
Susanville_20210419_719_Infection_PrisonConditions_Programs,NEGATIVE,8.821487426757812e-06,0.112,0.812,0.076,-0.8779
Susanville_20210419_719_Stress_Infection_Family,NEGATIVE,0.0012138485908508,0.064,0.736,0.2,0.9923
Susanville_20210423_800_Full,POSITIVE,0.5792288184165955,0.103,0.731,0.165,0.9975
Susanville_20210423_800_InfectionPrisonConditions,NEGATIVE,0.0002122521400451,0.107,0.782,0.111,-0.5677
Susanville_20210423_811_FULL(duplicate of 800),POSITIVE,0.7881437540054321,0.106,0.73,0.164,0.997
Susanville_20210423_863_Family,NEGATIVE,0.0227656364440917,0.063,0.826,0.111,0.9221
Susanville_20210423_863_FULL,NEGATIVE,0.0509889125823975,0.063,0.767,0.17,0.9997
Susanville_20210423_863_PrisonConditionsInfection,NEGATIVE,0.0007149577140808,0.046,0.883,0.07,0.8645
Susanville_20210426_877_FULL,NEGATIVE,0.0024391412734984,0.133,0.77,0.097,-0.9649
Susanville_20210426_877_PrisonConditions,NEGATIVE,2.2172927856445312e-05,0.147,0.801,0.051,-0.9895
Susanville_20210426_878_FULL,NEGATIVE,4.136562347401007e-05,0.109,0.767,0.124,0.9136
Susanville_20210426_878_PrisonConditions_Infection,NEGATIVE,9.441375732421876e-05,0.153,0.754,0.093,-0.9617
Susanville_20210426_879_FULL,NEGATIVE,0.0002756714820861,0.087,0.785,0.128,0.989
Susanville_20210426_879_Infection,NEGATIVE,1.2516975402832031e-05,0.089,0.809,0.102,0.7229
Susanville_20210426_879_PrisonConditionsStress,NEGATIVE,4.124641418457031e-05,0.112,0.798,0.09,-0.817
Susanville_20210426_890_FULL_PrisonConditionsInfection,NEGATIVE,1.7523765563964844e-05,0.095,0.868,0.037,-0.9785
Susanville_20210427_782_FULL,NEGATIVE,4.0650367736816406e-05,0.1,0.754,0.145,0.9954
Susanville_20210427_782_Infection,NEGATIVE,1.2397766113170228e-05,0.094,0.788,0.119,0.9725
Susanville_20210427_782_Programs_PrisonConditions,NEGATIVE,0.1586091518402099,0.08,0.833,0.087,0.25
Susanville_20210427_784_FamilyStress,NEGATIVE,8.547306060802118e-05,0.168,0.77,0.062,-0.9952
Susanville_20210427_784_FULL,NEGATIVE,0.0008535385131835,0.142,0.77,0.089,-0.9981
Susanville_20210427_784_PrisonconditionsInfectionPrograms,NEGATIVE,0.038914144039154,0.149,0.73,0.121,-0.9596
Susanville_20210427_784_PrisonconditionsInfectionStress,NEGATIVE,0.038914144039154,0.149,0.73,0.121,-0.9596
Tehachapi_122_20201207_Prison Conditions,NEGATIVE,0.0001536607742309,0.144,0.792,0.064,-0.7265
Tehachapi_20201123_063_Family,POSITIVE,0.8585153222084045,0.217,0.676,0.107,-0.9432
Tehachapi_20201123_063_FULL,NEGATIVE,0.0046010613441468,0.119,0.704,0.177,0.9956
Tehachapi_20201123_063_Infection,POSITIVE,0.8933873772621155,0.218,0.661,0.121,-0.8151
Tehachapi_20201123_063_PrisonConditions,NEGATIVE,2.145767212025085e-06,0.107,0.828,0.065,-0.6091
Tehachapi_20201123_063_Stress,POSITIVE,0.7491623163223267,0.017,0.798,0.185,0.9707
Tehachapi_20201124_64_full,NEGATIVE,5.841255187988281e-06,0.083,0.815,0.102,0.6945
Tehachapi_20201124_64_Prisonconditions,NEGATIVE,1.0728836059570312e-06,0.089,0.847,0.064,-0.6204
Tehachapi_20201201_093_PrisonConditions,NEGATIVE,4.374980926524774e-05,0.071,0.841,0.088,0.7569
Tehachapi_20201201_78_Family,POSITIVE,0.8433907628059387,0.055,0.811,0.135,0.9749
Tehachapi_20201201_78_FULL,NEGATIVE,0.03753924369812,0.12,0.775,0.105,-0.3299
Tehachapi_20201201_78_Stress_Infection,NEGATIVE,0.0075840950012208,0.16,0.808,0.032,-0.9751
Tehachapi_20201202_2_50_FULL_Programs_Stress_Family_PrisonConditions,NEGATIVE,0.4036861658096313,0.083,0.768,0.149,0.9833
Tehachapi_20201204_83_FullPrograms,NEGATIVE,0.0038493871688843,0.081,0.81,0.109,0.4635
Tehachapi_20201207_109_FULL_PrisonConditions,NEGATIVE,2.443790435802118e-05,0.098,0.848,0.054,-0.8268
Tehachapi_20201207_122_FULL,NEGATIVE,0.0082641243934632,0.118,0.787,0.096,-0.9717
Tehachapi_20201207_122_PrisonConditions,NEGATIVE,6.54458999633789e-05,0.131,0.811,0.058,-0.7265
Tehachapi_20201207_123_full,NEGATIVE,0.0003502368927001,0.043,0.897,0.06,0.8482
Tehachapi_20201207_124_FULL_Infection_Stress_English_Version,POSITIVE,0.935055136680603,0.057,0.745,0.198,0.9973
Tehachapi_20201208_125_FULL,NEGATIVE,0.4706776738166809,0.124,0.79,0.086,-0.7579
Tehachapi_20201208_126_FULL,NEGATIVE,0.0207054018974304,0.06,0.835,0.105,0.9541
Tehachapi_20201208_127_FULL_Stress,NEGATIVE,0.0003575086593627,0.068,0.863,0.069,0.0258
Tehachapi_20201208_98_FULL,NEGATIVE,0.0043396353721619,0.107,0.782,0.111,-0.8969
Tehachapi_20201208_98_Infection,NEGATIVE,8.046627044677734e-05,0.105,0.806,0.089,-0.9554
Tehachapi_20201209_107_coping,NEGATIVE,2.408027648914679e-05,0.021,0.926,0.054,0.7387
Tehachapi_20201209_107_FULL,NEGATIVE,0.0006603598594665,0.081,0.777,0.142,0.9972
Tehachapi_20201209_107_infection,NEGATIVE,1.0609626770019531e-05,0.168,0.794,0.038,-0.9237
Tehachapi_20201209_107_PrisonConditions,NEGATIVE,7.402896881103516e-05,0.058,0.831,0.111,0.9244
Tehachapi_20201209_111_coping,POSITIVE,0.996535301208496,0.0,0.687,0.313,0.9286
Tehachapi_20201209_111_FULL,NEGATIVE,0.000565230846405,0.026,0.826,0.148,0.986
Tehachapi_20201209_116_FULL,NEGATIVE,0.0011113286018371,0.14,0.734,0.126,-0.9221
Tehachapi_20201209_116_PrisonConditions,NEGATIVE,2.384185791015625e-06,0.107,0.837,0.057,-0.7506
Tehachapi_20201210_102_FULL,NEGATIVE,0.000265657901764,0.119,0.654,0.227,0.9978
Tehachapi_20201210_115_FULL,NEGATIVE,0.0148567557334899,0.088,0.773,0.139,0.8624
Tehachapi_20201210_119_FULL,NEGATIVE,0.1555837988853454,0.065,0.769,0.166,0.9789
Tehachapi_20201211_99_FULL,NEGATIVE,0.0028448104858398,0.056,0.676,0.268,0.997
Tehachapi_20201214_142_FULL,NEGATIVE,0.0191551446914671,0.108,0.789,0.104,-0.8432
Tehachapi_20201214_142_PrisonConditions,NEGATIVE,0.0004696846008299,0.124,0.823,0.053,-0.9598
Tehachapi_20201214_142_Programs,NEGATIVE,0.0015428066253662,0.016,0.851,0.133,0.9652
Tehachapi_20201214_143_FULL_PrisonConditions_Family,NEGATIVE,2.026557922363281e-05,0.076,0.833,0.091,0.934
Tehachapi_20201214_144_PrisonConditions,NEGATIVE,3.695487975963197e-06,0.153,0.758,0.089,-0.9562
Tehachapi_20201214_145_PrisonConditions_Infection,NEGATIVE,2.9087066650390625e-05,0.074,0.758,0.169,0.9896
Tehachapi_20201214_146_FULL,NEGATIVE,0.001949906349182,0.128,0.765,0.107,-0.9913
Tehachapi_20201214_146_Infection_PrisonConditions1,NEGATIVE,0.000118851661682,0.081,0.881,0.038,-0.9673
Tehachapi_20201214_146_Infection_PrisonConditions2,NEGATIVE,1.990795135498047e-05,0.149,0.765,0.086,-0.9861
Tehachapi_20201214_146_Stress_Infection,NEGATIVE,0.0006052255630492,0.118,0.77,0.111,-0.8535
Tehachapi_20201215_133_FullFamily,NEGATIVE,0.0001851916313172,0.036,0.801,0.163,0.9812
Tehachapi_20201216_169_FULL,NEGATIVE,0.0201865434646606,0.074,0.673,0.253,0.9919
Tehachapi_20201218_203_full,NEGATIVE,0.0588436126708984,0.14,0.737,0.123,-0.7547
Tehachapi_20201218_205_Full_Family,NEGATIVE,1.680850982677118e-05,0.072,0.75,0.178,0.9712
Tehachapi_20201220_120_FULL,NEGATIVE,0.0007089376449583,0.061,0.787,0.152,0.9951
Tehachapi_20201221_149_Prison_Conditions,NEGATIVE,0.1130694150924682,0.028,0.795,0.177,0.9858
Tehachapi_20201221_190_FULL,NEGATIVE,2.0742416381835938e-05,0.085,0.807,0.109,0.6532
Tehachapi_20201228_175_FULL,NEGATIVE,0.0027167797088624,0.114,0.794,0.092,-0.9928
Tehachapi_20201228_175_StressandPrograms,NEGATIVE,0.0031780004501343,0.109,0.802,0.089,-0.992
Tehachapi_20201228_176_FULL,NEGATIVE,3.099441528431335e-06,0.076,0.829,0.095,0.8499
Tehachapi_20201231_150_FULL,NEGATIVE,0.0138399004936218,0.104,0.793,0.102,-0.9754
Tehachapi_20201231_150_Infection,NEGATIVE,4.172325134388366e-06,0.104,0.818,0.078,-0.9615
Tehachapi_20201231_150_PrisonConditions,NEGATIVE,7.271766662597656e-06,0.08,0.816,0.104,0.9546
Tehachapi_20201231_150_Stress,NEGATIVE,0.0001593828201293,0.079,0.71,0.211,0.9967
Tehachapi_20210105_244_FULL_Stress_Infection,NEGATIVE,0.0145631432533264,0.101,0.817,0.081,-0.9012
Tehachapi_20210105_245_FULL_Infection_PrisonConditions,NEGATIVE,0.0014120936393737,0.104,0.794,0.102,0.7325
Tehachapi_20210111_441_FULL_PrisonConditions,NEGATIVE,4.613399505615234e-05,0.083,0.861,0.056,-0.8481
